1000	
P000000418	P000000652
P000000418	P000000653
P000000418	P000000654
P000000418	P000000655
P000000418	P000000656
P000000417	P000000419
P000000417	P000000420
P000000417	P000000421
P000000417	P000000422
P000000417	P000000423
P000000417	P000000424
P000000424	P000000657
P000000417	P000000662
P000000417	P000000663
P000000962	P000000425
P000000962	P000000555
P000000555	P000000540
P000000555	P000000658
P000000658	P000000659
P000000658	P000000671
P000000658	P000000672
P000000658	P000000673
P000000658	P000000674
P000000658	P000000675
P000000658	P000000676
P000000658	P000000677
P000000658	P000000678
P000000658	P000000679
P000000658	P000000680
P000000658	P000000681
P000000658	P000000682
P000000658	P000000683
P000000658	P000001052
P000000658	P000001053
P000000658	P000001054
P000000658	P000001055
P000000658	P000001056
P000000658	P000001057
P000000658	P000001058
P000000658	P000001059
P000000658	P000001094
P000000658	P000001095
P000000658	P000001096
P000000658	P000001097
P000000658	P000001098
P000000658	P000001099
P000000658	P000001100
P000000658	P000001101
P000000658	P000001161
P000000658	P000001162
P000000658	P000001163
P000000658	P000001164
P000000555	P000000745
P000000745	P000000645
P000000745	P000000646
P000000745	P000000647
P000000745	P000000648
P000000745	P000000649
P000000745	P000001102
P000000555	P000001103
P000000962	P000000748
P000000748	P000001166
P000000748	P000000755
P000000748	P000000757
P000000748	P000000758
P000000758	P000000759
P000000759	IT06060000
P000000758	P000000760
P000000760	IT06060100
P000000758	P000000761
P000000761	IT06060300
P000000758	P000000762
P000000762	IT06060500
P000000758	P000000763
P000000763	IT06060700
P000000758	P000000764
P000000764	IT06060800
P000000758	P000000765
P000000765	IT06060900
P000000758	P000000766
P000000766	IT06060200
P000000758	P000000767
P000000767	IT06060400
P000000758	P000000768
P000000768	IT06060600
P000000962	P000000749
P000000749	P000000750
P000000750	P000000751
P000000749	P000000752
P000000752	P000000753
P000000752	P000000754
P000000962	P000000756
P000000756	P000000414
P000000756	P000000552
P000000962	P000001159
P000001159	P000000584
P000000584	P000000585
P000000585	P000001000
P000000584	P000000586
P000000586	P000001001
P000000586	P000001002
P000000584	P000000587
P000001159	P000000957
P000001159	P000000958
P000001159	P000000959
P000000959	P000001089
P000000959	P000001090
P000000959	P000001091
P000000959	P000001092
P000000959	P000001093
P000001159	P000000411
P000000411	P000000412
P000000411	P000000413
P000001159	P000000542
P000000000	P000000965
P000000965	P000000575
P000000965	P000000577
P000000965	P000000426
P000000426	P000000556
P000000426	P000000557
P000000426	P000000558
P000000426	P000000559
P000000426	P000000560
P000000426	P000000561
P000000561	P000001198
P000001198	P000001200
P000001200	P000001201
P000001200	P000001202
P000001200	P000001203
P000001200	P000001204
P000001200	P000001205
P000001205	P000001206
P000001205	P000001207
P000001198	P000001208
P000000426	P000000562
P000000426	P000000550
P000000965	P000000427
P000000965	P000000428
P000000428	P000000963
P000000428	P000000964
P000000428	P000001045
P000000428	P000001047
P000000428	P000001048
P000000428	P000001049
P000000428	P000001050
P000000428	P000001051
P000000965	P000000466
P000000466	P000000467
P000000467	P000000468
P000000467	P000000469
P000000467	P000000470
P000000467	P000000472
P000000472	L000013090
P000000467	P000000473
P000000467	P000000475
P000000467	P000000476
P000000467	P000000477
P000000466	P000000478
P000000466	P000000483
P000000483	P000000484
P000000483	P000000485
P000000483	P000000486
P000000483	P000000487
P000000483	P000000488
P000000483	P000000489
P000000483	P000000490
P000000466	P000000494
P000000494	P000000495
P000000495	P000001073
P000000495	P000001074
P000000495	P000001173
P000000494	P000000497
P000000497	P000001071
P000000497	P000001072
P000000497	P000001174
P000000494	P000000498
P000000498	P000001075
P000000498	P000001076
P000000498	P000001175
P000000494	P000000499
P000000499	P000001077
P000000499	P000001078
P000000499	P000001176
P000000494	P000000500
P000000500	P000001079
P000000500	P000001080
P000000500	P000001177
P000000500	P000001178
P000000494	P000000501
P000000501	P000001087
P000000501	P000001088
P000000494	P000000502
P000000502	P000001081
P000000502	P000001082
P000000502	P000001179
P000000494	P000000503
P000000503	P000001083
P000000503	P000001084
P000000503	P000001180
P000000494	P000000504
P000000504	P000001085
P000000504	P000001086
P000000504	P000001181
P000000466	P000000578
P000000466	P000000635
P000000635	P000001187
P000000635	P000001188
P000000635	P000001189
P000000635	P000001190
P000000635	P000001191
P000001191	P000001194
P000000635	P000001192
P000000635	P000001193
P000000635	P000001195
P000000635	P000001196
P000000466	P000001138
P000000000	P000000641
P000000641	P000000526
P000000526	P000000583
P000000526	P000000800
P000000526	P000000801
P000000801	P000000802
P000000801	P000000803
P000000801	P000000804
P000000804	P000000805
P000000805	P000000806
P000000805	P000000807
P000000804	P000000808
P000000804	P000000219
P000000219	P000000809
P000000809	P000000220
P000000809	P000000221
P000000809	P000000222
P000000809	P000000223
P000000809	P000000224
P000000809	P000000225
P000000809	P000000226
P000000809	P000000227
P000000809	P000000228
P000000809	P000000342
P000000342	P000000343
P000000219	P000000810
P000000810	PL_E1_USAX
P000000804	P000000527
P000000527	P000000813
P000000813	P000000814
P000000813	P000000815
P000000815	P000000816
P000000815	P000000817
P000000815	P000000818
P000000527	P000000819
P000000819	PL_ED_USA6
P000000804	P000000528
P000000528	P000000820
P000000820	P000000821
P000000821	P000000822
P000000821	P000000823
P000000820	P000000824
P000000824	P000000825
P000000824	P000000826
P000000824	P000000827
P000000528	P000000828
P000000828	PL_ED_KRA7
P000000828	PL_ED_KRB8
P000000804	P000000249
P000000249	P000000811
P000000811	P000000250
P000000811	P000000251
P000000811	P000000252
P000000811	P000000253
P000000811	P000000254
P000000811	P000000255
P000000811	P000000256
P000000811	P000000257
P000000811	P000000258
P000000811	P000000340
P000000340	P000000341
P000000249	P000000812
P000000812	PL_E1_TWAF
P000000812	PL_ED_TWC3
P000000812	PL_ED_TWC4
P000000804	P000000518
P000000518	P000000946
P000000946	P000000947
P000000947	P000000948
P000000947	P000000949
P000000946	P000000950
P000000950	P000000951
P000000950	P000000952
P000000518	P000000953
P000000953	PL_ED_USA3
P000000641	P000000533
P000000533	P000000829
P000000641	P000000544
P000000544	P000001010
P000000544	P000001011
P000000544	P000001012
P000000641	P000000832
P000000832	P000000830
P000000832	P000000831
P000000832	P000000834
P000000832	P000000835
P000000641	P000000833
P000000833	P000001141
P000000833	P000001142
P000000833	P000000836
P000000000	P000000644
P000000644	P000000513
P000000513	P000000579
P000000513	P000000904
P000000513	P000000905
P000000905	P000000906
P000000905	P000000907
P000000905	P000000908
P000000908	P000000909
P000000908	P000000514
P000000514	P000000910
P000000910	P000000911
P000000910	P000000912
P000000912	P000000913
P000000912	P000000914
P000000912	P000000915
P000000514	P000000916
P000000916	PL_ED_KRB6
P000000908	P000000515
P000000515	P000000917
P000000917	P000000918
P000000918	P000000919
P000000918	P000000920
P000000917	P000000921
P000000921	P000000922
P000000921	P000000923
P000000921	P000000924
P000000515	P000000925
P000000925	PL_ED_KRA6
P000000925	PL_ED_KRC1
P000000908	P000000516
P000000516	P000000926
P000000926	P000000927
P000000927	P000000928
P000000927	P000000929
P000000926	P000000930
P000000930	P000000931
P000000930	P000000932
P000000930	P000000933
P000000930	P000000934
P000000930	P000000935
P000000516	P000000936
P000000936	PL_ED_USA2
P000000908	P000000517
P000000517	P000000937
P000000937	P000000938
P000000938	P000000939
P000000938	P000000940
P000000937	P000000941
P000000941	P000000942
P000000941	P000000943
P000000941	P000000944
P000000517	P000000945
P000000945	PL_ED_TWA3
P000000945	PL_ED_TWA4
P000000644	P000000536
P000000536	P000000954
P000000536	P000000955
P000000536	P000000956
P000000644	P000000547
P000000547	P000001019
P000000547	P000001020
P000000547	P000001021
O000000000	O000000002
O000000000	O000000003
O000000000	O000000004
O000000000	O000000005
O000000005	O000000010
O000000000	O000000006
O000000000	O000000007
O000000000	O000000008
O000000000	O000000009
P000000003	P000000007
