1000	
L000012395	L000012759
L000006294	L000011690
L000011690	L000011734
L000011734	L000013524
L000011734	L000013525
L000011690	L000012328
L000012328	L000012331
L000011690	L000012329
L000011690	L000012330
L000011690	L000012332
L000011690	L000013520
L000013520	L000013521
L000013520	L000013522
L000013520	L000013638
L000013520	L000013639
L000011690	L000013523
L000006294	L000012986
L000006294	L000013519
L000013519	L000013553
L000013553	L000013563
L000013563	L000006504
L000006504	L000006472
L000006504	L000006474
L000006504	L000006475
L000006504	L000006477
L000006504	L000006479
L000006504	L000006481
L000006504	L000006483
L000006504	L000006484
L000006504	L000006485
L000006504	L000006487
L000006504	L000006492
L000006504	L000006505
L000006504	L000006506
L000006504	L000006507
L000006504	L000006508
L000006504	L000006509
L000006504	L000006510
L000006504	L000006511
L000006504	L000006512
L000006504	L000006513
L000006504	L000006514
L000006504	L000006515
L000006504	L000006516
L000006504	L000006517
L000006504	L000006599
L000006504	L000011436
L000006504	L000011437
L000006504	L000011438
L000006504	L000011439
L000006504	L000012628
L000006504	L000012710
L000013553	L000006593
L000006593	L000006594
L000006593	L000006596
L000006593	L000006597
L000006593	L000006598
L000006593	L000006600
L000006593	L000006601
L000006593	L000012828
L000006593	L000012833
L000013553	L000013154
L000013553	L000013179
L000013553	L000011440
L000011440	L000011441
L000013553	L000011442
L000011442	L000011443
L000011442	L000006493
L000006493	L000006377
L000006493	L000006494
L000006493	L000006495
L000006493	L000011447
L000006493	L000011448
L000006493	L000011449
L000013553	L000013226
L000013519	L000013554
L000013554	L000006586
L000006586	L000006550
L000006586	L000006551
L000006586	L000006587
L000006586	L000006588
L000006586	L000006589
L000006586	L000006590
L000006586	L000006591
L000006586	L000006592
L000006586	L000007088
L000006586	L000011507
L000011507	L000007035
L000011507	L000007038
L000011507	L000011508
L000011507	L000011510
L000011507	L000011511
L000011507	L000011512
L000011507	L000011514
L000011507	L000012861
L000006586	L000012677
L000006586	L000012678
L000006586	L000012681
L000006586	L000013218
L000013554	L000013556
L000013556	L000006525
L000013556	L000006528
L000013556	L000006532
L000013556	L000006530
L000013556	L000012354
L000013519	L000013555
L000013555	L000006568
L000006568	L000006569
L000006568	L000006570
L000006568	L000006571
L000006568	L000006572
L000006568	L000006583
L000006568	L000011399
L000006568	L000012827
L000013519	L000013557
L000013557	L000012350
L000012350	L000006559
L000012350	L000006671
L000012350	L000006672
L000012350	L000006673
L000013557	L000012351
L000012351	L000006675
L000012351	L000011416
L000012351	L000012684
L000012351	L000012685
L000012351	L000012754
L000012351	L000012756
L000012351	L000012769
L000012351	L000012835
L000013557	L000013225
L000013519	L000013558
L000013558	L000006531
L000013558	L000013290
L000013558	L000013224
L000013558	L000007478
L000007478	L000006478
L000007478	L000007479
L000007478	L000007480
L000007478	L000007481
L000007478	L000007482
L000007478	L000007483
L000007478	L000007484
L000007478	L000007485
L000007478	L000007486
L000007478	L000007487
L000007478	L000007491
L000007478	L000007493
L000007478	L000007496
L000007478	L000007503
L000007478	L000007504
L000007478	L000007505
L000007478	L000011697
L000007478	L000011698
L000007478	L000011699
L000007478	L000011700
L000007478	L000011701
L000007478	L000011702
L000007478	L000011703
L000007478	L000011704
L000007478	L000012597
L000007478	L000012598
L000013558	L000007553
L000013558	L000007575
L000013558	L000012763
L000013519	L000013559
L000013559	L000012344
L000012344	L000006580
L000006580	L000013288
L000012344	L000012687
L000012344	L000012722
L000012344	L000012830
L000012344	L000012365
L000012365	L000006575
L000012365	L000006578
L000012365	L000011402
L000012365	L000012682
L000013559	L000013143
L000013143	L000006402
L000006402	L000006403
L000006402	L000012633
L000013519	L000013560
L000013519	L000013561
L000013519	L000013562
L000013562	L000006558
L000006558	L000006560
L000006558	L000006561
L000013562	L000006552
L000006552	L000006553
L000006552	L000006555
L000006552	L000011434
L000006552	L000012688
L000006552	L000012724
L000006552	L000012732
L000006552	L000012832
L000013562	L000006562
L000006562	L000006563
L000006562	L000006565
L000006562	L000012586
L000006562	L000012674
L000006562	L000012675
L000006562	L000013142
L000013562	L000013139
L000013139	L000013140
L000013139	L000013141
L000013141	L000006446
L000013141	L000006447
L000013141	L000011466
L000013141	L000011467
L000013141	L000012621
L000013141	L000012622
L000013519	L000006557
L000006557	L000012345
L000012345	L000006546
L000012345	L000006548
L000012345	L000012679
L000006557	L000012606
L000013519	L000012318
L000013519	L000007285
L000013519	L000007286
L000013519	L000007513
L000013519	L000013129
L000013129	L000013145
L000013145	L000006450
L000013145	L000006451
L000013145	L000006455
L000013145	L000006463
L000013145	L000011453
L000013145	L000011454
L000013145	L000011455
L000013519	L000006518
L000013519	L000006676
L000006676	L000013219
L000013519	L000013292
L000013292	L000006987
L000013292	L000013161
L000013292	L000012357
L000013292	L000013635
L000013292	L000013636
L000013292	L000013637
L000006294	L000013529
L000013529	L000013530
L000013530	L000013534
L000013530	L000013535
L000013530	L000013536
L000013530	L000013537
L000013530	L000013538
L000013529	L000013531
L000013531	L000013539
L000013531	L000013540
L000013531	L000013541
L000013531	L000013542
L000013529	L000013532
L000013532	L000013547
L000013532	L000013548
L000013532	L000013549
L000013532	L000006453
L000013529	L000013533
L000013533	L000013550
L000013533	L000013551
L000013533	L000013552
L000013533	L000007117
L000007117	L000007118
L000007117	L000007119
L000007117	L000007120
L000013529	L000011729
L000011729	L000006940
L000011729	L000007452
L000011729	L000007456
L000011729	L000007459
L000011729	L000007460
L000011729	L000007464
L000011729	L000007465
L000011729	L000007467
L000011729	L000007469
L000011729	L000007472
L000011729	L000007477
L000011729	L000007540
L000011729	L000011730
L000011729	L000011732
L000011729	L000012594
L000011729	L000012690
L000011729	L000013543
L000011729	L000013544
L000011729	L000013545
L000011729	L000013546
L000006294	L000006602
L000006602	L000006603
L000006603	L000006604
L000006603	L000006605
L000006603	L000006606
L000006603	L000006607
L000006603	L000012590
L000006603	L000012591
L000006603	L000012667
L000006603	L000013136
L000006602	L000006611
L000006611	L000006556
L000006611	L000006612
L000006611	L000006613
L000006611	L000006618
L000006611	L000011410
L000006611	L000012727
L000006602	L000006647
L000006647	L000006648
L000006647	L000006649
L000006647	L000006650
L000006647	L000006651
L000006647	L000006652
L000006647	L000006653
L000006647	L000006658
L000006647	L000006660
L000006647	L000006662
L000006647	L000007041
L000006647	L000007042
L000006647	L000011405
L000006647	L000011519
L000006647	L000011520
L000006647	L000012588
L000006647	L000012589
L000006602	L000007113
L000006602	L000012347
L000012347	L000006621
L000012347	L000006657
L000012347	L000006659
L000006602	L000013509
L000013509	L000006622
L000006622	L000006623
L000006622	L000006624
L000006622	L000006625
L000006622	L000006626
L000006622	L000006627
L000006622	L000006628
L000006622	L000006629
L000006622	L000006630
L000006622	L000012587
L000013509	L000006641
L000006641	L000006619
L000006641	L000006642
L000006641	L000006643
L000006641	L000006644
L000006641	L000006645
L000006641	L000011403
L000006602	L000013510
L000013510	L000006661
L000006661	L000006663
L000006661	L000006664
L000006661	L000006665
L000006661	L000006666
L000006661	L000006667
L000006661	L000006668
L000006661	L000006669
L000006661	L000007100
L000013510	L000013130
L000013130	L000006437
L000006437	L000006438
L000013130	L000013131
L000013131	L000006428
L000013130	L000013132
L000013130	L000013133
L000013130	L000013134
L000013130	L000013135
L000013130	L000013137
L000013130	L000013138
L000013130	L000013222
L000006602	L000013511
L000013511	L000007527
L000013511	L000007531
L000013511	L000007539
L000013511	L000011706
L000013511	L000011708
L000013511	L000011709
L000013511	L000011710
L000013511	L000011712
L000013511	L000011716
L000013511	L000012592
L000006602	L000013512
L000006602	L000006519
L000006519	L000006631
L000006631	L000006521
L000006631	L000006522
L000006631	L000006523
L000006519	L000012355
L000012355	L000006534
L000012355	L000006535
L000012355	L000006537
L000012355	L000006538
L000012355	L000006540
L000012355	L000006541
L000012355	L000006542
L000012355	L000011421
L000012355	L000011424
L000012355	L000011426
L000012355	L000011427
L000012355	L000011428
L000012355	L000012686
L000012355	L000012744
L000012355	L000012829
L000012355	L000012831
L000006519	L000012356
L000012356	L000011423
L000012356	L000011425
L000012356	L000012676
L000006519	L000012358
L000006519	L000012713
L000006294	L000013289
L000013289	L000012348
L000012348	L000006677
L000012348	L000006678
L000012348	L000012755
L000013289	L000013514
L000013514	L000012349
L000012349	L000006679
L000012349	L000006681
L000013514	L000012352
L000013514	L000013146
L000013289	L000013515
L000013515	L000012353
L000012353	L000006682
L000012353	L000011419
L000013289	L000013516
L000006294	L000011719
L000011719	L000007292
L000011719	L000007462
L000011719	L000007463
L000011719	L000007466
L000011719	L000007470
L000011719	L000007471
L000011719	L000007475
L000011719	L000011720
L000011719	L000011721
L000011719	L000011723
L000011719	L000011726
L000011719	L000011727
L000011719	L000011728
L000011719	L000012595
L000011719	L000013518
L000011719	L000013527
L000013527	L000013565
L000013527	L000013566
L000013527	L000013567
L000013527	L000013568
L000013527	L000013654
L000013527	L000012319
L000012319	L000012363
L000012319	L000012368
L000012368	L000006582
L000012319	L000012369
L000012369	L000006634
L000012319	L000006654
L000006654	L000011413
L000006654	L000011414
L000006654	L000011415
L000013527	L000012477
L000012477	L000012585
L000011719	L000013528
L000011719	L000012361
L000012361	L000012666
L000012361	L000012668
L000012361	L000012673
L000012361	L000013569
L000012361	L000013570
L000012361	L000013571
L000012361	L000013572
L000012361	L000013573
L000012361	L000013574
L000012361	L000006404
L000012361	L000006405
L000012361	L000006406
L000012361	L000013646
L000012361	L000013647
L000012361	L000013648
L000012361	L000013649
L000012361	L000013650
L000011719	L000012596
L000011719	L000012359
L000012359	L000006632
L000012359	L000006633
L000012359	L000006635
L000012359	L000006638
L000012359	L000006639
L000012359	L000006640
L000012359	L000007104
L000012359	L000011407
L000012359	L000011408
L000012359	L000013575
L000012359	L000013576
L000012359	L000013577
L000012359	L000013578
L000012359	L000013579
L000012359	L000013580
L000012359	L000013640
L000012359	L000013641
L000011719	L000012360
L000012360	L000012671
L000012360	L000012672
L000012360	L000013581
L000012360	L000013582
L000012360	L000013583
L000012360	L000013584
L000012360	L000013585
L000013585	L000013221
L000012360	L000013642
L000012360	L000013643
L000012360	L000013644
L000012360	L000013645
L000011719	L000012364
L000012364	L000012583
L000012364	L000012665
L000012364	L000012669
L000012364	L000012670
L000012364	L000013586
L000012364	L000013587
L000012364	L000013588
L000012364	L000013589
L000012364	L000013590
L000012364	L000013591
L000012364	L000013592
L000012364	L000013593
L000012364	L000012362
L000012364	L000013651
L000012364	L000013652
L000012364	L000013653
L000011719	L000011696
L000011696	L000013526
L000011696	L000011589
L000011696	L000011656
L000011696	L000011687
L000006294	L000013679
L000013679	L000007541
L000013679	L000006703
L000013679	L000006704
L000013679	L000006706
L000013679	L000006707
L000013679	L000006708
L000013679	L000006709
L000013679	L000006710
L000013679	L000006711
L000013679	L000006714
L000013679	L000011590
L000013679	L000012540
L000013679	L000006843
L000013679	L000006845
L000013679	L000006846
L000013679	L000006847
L000013679	L000006849
L000013679	L000006851
L000013679	L000011657
L000013679	L000011658
L000013679	L000011659
L000013679	L000011660
L000013679	L000011661
L000013679	L000011662
L000013679	L000012643
L000013679	L000012664
L000013679	L000012728
L000013679	L000006748
L000013679	L000006750
L000013679	L000006751
L000013679	L000006754
L000013679	L000006756
L000013679	L000006757
L000013679	L000006760
L000013679	L000006761
L000013679	L000006762
L000013679	L000006763
L000013679	L000006764
L000013679	L000006766
L000013679	L000006768
L000013679	L000011688
L000013679	L000012553
L000013679	L000012567
L000013679	L000011707
L000013679	L000011714
L000013679	L000011715
L000013679	L000011718
L000013679	L000012534
L000013679	L000012733
L000013679	L000007291
L000013679	L000007294
L000013679	L000007298
L000013679	L000007300
L000013679	L000007302
L000013679	L000007303
L000013679	L000007511
L000013679	L000007512
L000013679	L000011722
L000013679	L000011724
L000013679	L000012593
L000013679	L000012691
L000013679	L000006939
L000013679	L000007318
L000013679	L000011735
L000013679	L000007297
L000013679	L000007310
L000013679	L000007315
L000013679	L000007317
L000013679	L000007339
L000013679	L000007514
L000013679	L000012689
L000013679	L000007327
L000013679	L000011713
L000013679	L000007287
L000013679	L000007307
L000013679	L000007330
L000013679	L000007340
L000013679	L000011692
L000013679	L000011693
L000013679	L000007516
L000013679	L000006989
L000013679	L000006990
L000013679	L000006991
L000013679	L000006992
L000013679	L000006994
L000013679	L000006996
L000013679	L000006997
L000013679	L000006998
L000013679	L000006999
L000013679	L000007000
L000013679	L000007002
L000013679	L000007003
L000013679	L000007005
L000013679	L000011431
L000013679	L000006526
L000013679	L000006529
L000013679	L000011422
L000013679	L000012723
L000013679	L000007123
L000013679	L000007124
L000013679	L000007126
L000013679	L000007127
L000013679	L000007129
L000013679	L000007130
L000013679	L000007131
L000013679	L000007132
L000013679	L000007133
L000013679	L000007134
L000013679	L000007260
L000013679	L000011473
L000013679	L000011479
L000013679	L000012851
L000013679	L000007125
L000013679	L000007230
L000013679	L000007231
L000013679	L000007232
L000013679	L000007233
L000013679	L000007234
L000013679	L000012680
L000013679	L000012834
L000013679	L000007301
L000013679	L000007595
L000013679	L000007326
L000013679	L000007476
L000013679	L000007299
L000013679	L000007468
L000013679	L000011670
L000013679	L000011669
L000000000	L000007596
L000007596	L000005299
L000005299	L000005302
L000005302	L000005303
L000005302	L000005304
L000005302	L000012758
L000005299	L000005305
L000005305	L000005306
L000005305	L000009120
L000009120	L000009121
L000005299	L000005307
L000005307	L000005308
L000005307	L000005312
L000005307	L000005313
L000005307	L000005318
L000005307	L000005320
L000005307	L000005963
L000005307	L000006352
L000005307	L000007708
L000005307	L000009095
L000009095	L000005310
L000009095	L000005311
L000009095	L000009096
L000005307	L000009097
L000005307	L000009098
L000005307	L000009118
L000005307	L000009119
L000005307	L000009123
L000009123	L000009135
L000009135	L000009129
L000009135	L000009141
L000005307	L000011739
L000011739	L000005339
L000011739	L000005337
L000005337	L000005344
L000005337	L000005345
L000005307	L000011741
L000011741	L000009094
L000005307	L000011910
L000005307	L000012091
L000005307	L000012798
L000005307	L000012799
L000005307	L000012800
L000005307	L000012801
L000005307	L000012988
L000005307	L000013188
L000013188	L000005495
L000005495	L000012045
L000005495	L000012046
L000013188	L000009142
L000009142	L000011737
L000009142	L000011738
L000009142	L000012517
L000009142	L000012518
L000005307	L000007690
L000005299	L000005319
L000005299	L000005321
L000005321	L000005309
L000005321	L000005314
L000005321	L000005322
L000005321	L000005323
L000005321	L000005324
L000005321	L000005325
L000005321	L000007703
L000007703	L000007705
L000007703	L000007706
L000007703	L000007707
L000005321	L000009122
L000005321	L000012920
L000005321	L000012921
L000005299	L000013127
L000013127	L000005046
L000013127	L000005078
L000005078	L000005079
L000005079	L000005080
L000005079	L000005082
L000005082	L000005083
L000005082	L000005084
L000005082	L000005085
L000005082	L000005086
L000005082	L000005087
L000005082	L000005088
L000005079	L000005089
L000005078	L000005090
L000005090	L000005104
L000005078	L000005219
L000005219	L000005240
L000005078	L000005298
L000013127	L000005315
L000005315	L000005316
L000005315	L000005317
L000013127	L000005470
L000013127	L000005896
L000005896	L000013044
L000013127	L000006101
L000013127	L000007718
L000013127	L000009093
L000013127	L000009143
L000009143	L000011743
L000011743	L000009144
L000007596	L000005326
L000005326	L000005327
L000005327	L000005330
L000005327	L000005335
L000005327	L000005485
L000005485	L000005487
L000005485	L000005488
L000005485	L000005489
L000005485	L000005491
L000005327	L000012486
L000005327	L000012941
L000012941	L000009199
L000005327	L000012931
L000005326	L000005336
L000005336	L000005348
L000005348	L000005351
L000005348	L000005353
L000005348	L000005355
L000005348	L000005356
L000005348	L000005357
L000005336	L000009145
L000005336	L000009147
L000005336	L000009148
L000005336	L000009177
L000005336	L000013672
L000013672	L000009146
L000005326	L000005366
L000005366	L000007686
L000005366	L000011968
L000011968	L000005386
L000005386	L000005404
L000011968	L000005402
L000005402	L000005362
L000005402	L000005405
L000005402	L000011969
L000005402	L000012785
L000011968	L000005420
L000005420	L000005422
L000005420	L000012494
L000005366	L000011971
L000011971	L000005380
L000011971	L000005417
L000011971	L000011992
L000005326	L000013171
L000013171	L000007698
L000013171	L000007699
L000013171	L000007700
L000013171	L000007702
L000005326	L000013173
L000007596	L000005617
L000005617	L000005618
L000005618	L000005619
L000005618	L000005620
L000005618	L000005621
L000005621	L000005622
L000005618	L000005623
L000005623	L000005624
L000005618	L000005625
L000005625	L000005626
L000005625	L000005627
L000005625	L000005628
L000005625	L000005629
L000005618	L000005630
L000005630	L000005631
L000005630	L000012864
L000005618	L000005633
L000005633	L000005634
L000005618	L000005635
L000005635	L000005636
L000005635	L000005637
L000005637	L000005638
L000005635	L000005639
L000005639	L000005640
L000005639	L000005641
L000005635	L000005642
L000005642	L000005643
L000005642	L000005644
L000005635	L000005645
L000005645	L000005646
L000005635	L000005647
L000005647	L000005648
L000005635	L000005649
L000005649	L000005650
L000005649	L000005651
L000005635	L000012449
L000005635	L000013190
L000005635	L000013471
L000005618	L000005652
L000005652	L000005653
L000005618	L000005654
L000005654	L000005656
L000005618	L000005657
L000005657	L000005658
L000005618	L000005659
L000005659	L000005660
L000005618	L000011885
L000011885	L000011886
L000005618	L000012030
L000005618	L000012424
L000005617	L000005666
L000005666	L000005667
L000005666	L000005668
L000005668	L000005694
L000005668	L000005837
L000005666	L000005692
L000005692	L000005841
L000005666	L000012033
L000005617	L000005697
L000005697	L000005698
L000005697	L000005699
L000005699	L000005700
L000005700	L000005701
L000005700	L000005702
L000005699	L000005703
L000005703	L000005704
L000005703	L000005705
L000005703	L000005706
L000005703	L000012839
L000005699	L000005707
L000005707	L000005708
L000005707	L000012838
L000005699	L000005709
L000005709	L000005710
L000005699	L000005711
L000005711	L000005712
L000005699	L000005713
L000005713	L000005714
L000005699	L000005715
L000005715	L000005716
L000005697	L000005717
L000005717	L000005718
L000005717	L000005719
L000005719	L000005720
L000005719	L000005721
L000005717	L000005722
L000005722	L000005723
L000005717	L000005724
L000005724	L000005725
L000005717	L000005726
L000005726	L000005727
L000005726	L000005728
L000005726	L000005729
L000005726	L000005730
L000005726	L000005731
L000005726	L000005732
L000005717	L000005733
L000005717	L000012448
L000005717	L000005984
L000005717	L000005985
L000005717	L000005986
L000005717	L000012465
L000005717	L000013780
L000005697	L000005734
L000005734	L000005735
L000005734	L000005736
L000005697	L000012029
L000005617	L000005737
L000005737	L000005738
L000005737	L000005739
L000005739	L000005740
L000005739	L000005741
L000005739	L000005742
L000005737	L000005743
L000005737	L000005744
L000005744	L000005745
L000005744	L000005746
L000005744	L000005747
L000005744	L000005748
L000005737	L000005749
L000005749	L000005750
L000005749	L000005751
L000005749	L000005752
L000005737	L000005753
L000005753	L000005754
L000005753	L000005755
L000005737	L000005756
L000005756	L000005757
L000005737	L000005758
L000005758	L000005759
L000005737	L000005760
L000005760	L000005761
L000005737	L000005762
L000005762	L000005763
L000005737	L000005764
L000005764	L000005765
L000005737	L000005766
L000005766	L000005767
L000005766	L000005768
L000005737	L000012019
L000005737	L000013657
L000005737	L000013658
L000005737	L000005678
L000005678	L000005670
L000005678	L000005679
L000005678	L000005680
L000005678	L000005681
L000005678	L000005682
L000005678	L000005672
L000005678	L000005673
L000005678	L000005674
L000005737	L000005688
L000005688	L000005689
L000005688	L000005690
L000005688	L000005691
L000005737	L000005695
L000005695	L000005696
L000005617	L000005769
L000005769	L000005770
L000005769	L000005771
L000005771	L000005772
L000005771	L000005773
L000005771	L000005774
L000005769	L000005775
L000005775	L000005776
L000005776	L000005777
L000005776	L000005778
L000005776	L000005779
L000005776	L000005780
L000005776	L000012021
L000005776	L000012022
L000005775	L000005781
L000005781	L000005782
L000005781	L000005783
L000005781	L000005784
L000005781	L000005785
L000005781	L000006017
L000005781	L000006018
L000005781	L000006019
L000005781	L000006020
L000005781	L000006021
L000005781	L000006022
L000005781	L000006023
L000005781	L000006024
L000005781	L000006025
L000005781	L000006026
L000005781	L000012916
L000005775	L000006027
L000005769	L000005786
L000005786	L000005787
L000005786	L000005788
L000005786	L000005790
L000005786	L000005791
L000005786	L000005792
L000005786	L000005793
L000005786	L000012023
L000005769	L000005795
L000005795	L000005796
L000005795	L000005797
L000005769	L000005798
L000005798	L000005799
L000005798	L000005800
L000005769	L000005801
L000005801	L000005802
L000005801	L000005803
L000005801	L000005804
L000005801	L000005805
L000005801	L000005806
L000005801	L000005807
L000005769	L000005808
L000005808	L000005809
L000005808	L000005810
L000005808	L000005811
L000005808	L000012020
L000005769	L000005812
L000005812	L000005813
L000005812	L000005814
L000005812	L000005815
L000005769	L000012024
L000005617	L000005816
L000005816	L000005662
L000005816	L000005663
L000005663	L000005664
L000005663	L000005665
L000005816	L000005818
L000005818	L000005819
L000005816	L000012026
L000012026	L000005817
L000012026	L000005820
L000012026	L000005821
L000005816	L000012028
L000005816	L000012336
L000012336	L000013021
L000012336	L000013022
L000012336	L000013023
L000012336	L000013024
L000012336	L000013025
L000012336	L000013026
L000012336	L000013027
L000005617	L000005822
L000005822	L000005675
L000005675	L000005676
L000005675	L000005677
L000005675	L000012507
L000005675	L000012762
L000005822	L000005823
L000005822	L000005826
L000005826	L000005693
L000005826	L000005825
L000005826	L000005827
L000005826	L000005828
L000005826	L000005829
L000005826	L000012031
L000005826	L000012032
L000005826	L000005839
L000005822	L000005830
L000005830	L000005831
L000005830	L000005832
L000005830	L000005833
L000005830	L000005834
L000005830	L000005835
L000005830	L000012034
L000005830	L000012035
L000005830	L000012506
L000005822	L000012036
L000005822	L000005382
L000005382	L000005387
L000005382	L000005388
L000005382	L000005390
L000005382	L000005383
L000005382	L000005384
L000005382	L000005385
L000005382	L000012825
L000005382	L000005684
L000005382	L000005685
L000005382	L000005686
L000005382	L000005687
L000005822	L000013659
L000005822	L000005683
L000005617	L000013121
L000005617	L000013122
L000013122	L000013660
L000013122	L000013661
L000005617	L000013176
L000013176	L000005340
L000007596	L000005842
L000005842	L000005843
L000005843	L000005844
