1000	
G000000792	L000012866
G000000792	L000012869
G000000792	L000012894
G000000792	L000013093
G000000792	L000013094
G000000001	G000000147
G000000147	G000000596
G000000596	G000000150
G000000596	G000000625
G000000625	G000000647
G000000596	G000000756
G000000596	G000000763
G000000596	G000000764
G000000596	G000000765
G000000596	G000001106
G000000596	G000001108
G000000147	G000000597
G000000597	G000000148
G000000597	G000000157
G000000597	G000000754
G000000754	G000000648
G000000754	G000000649
G000000754	G000000650
G000000754	G000000652
G000000597	G000000781
G000000597	G000001101
G000000597	G000001102
G000000597	G000000240
G000000001	G000000158
G000000158	G000000598
G000000598	G000000160
G000000158	G000000599
G000000599	G000000159
G000000599	G000000161
G000000001	G000000162
G000000162	G000000600
G000000600	G000000164
G000000600	G000000165
G000000162	G000000601
G000000601	G000000163
G000000601	G000000166
G000000001	G000000167
G000000167	G000000602
G000000602	G000000144
G000000602	G000000169
G000000602	G000000170
G000000167	G000000603
G000000603	G000000168
G000000603	G000000171
G000000001	G000000172
G000000172	G000000604
G000000604	G000000149
G000000604	G000000152
G000000604	G000000174
G000000604	G000000757
G000000172	G000000605
G000000605	G000000173
G000000605	G000000175
G000000605	G000000176
G000000001	G000000177
G000000177	G000000606
G000000606	G000000179
G000000606	G000000180
G000000606	G000000181
G000000606	G000000182
G000000177	G000000607
G000000607	G000000178
G000000607	G000000183
G000000607	G000000793
G000000793	L000011067
G000000793	L000011068
G000000793	L000011069
G000000793	L000011070
G000000793	L000011071
G000000793	L000011072
G000000793	L000011073
G000000793	L000011074
G000000793	L000011076
G000000793	L000011077
G000000793	L000011078
G000000793	L000011080
G000000793	L000011081
G000000793	L000011082
G000000793	L000011083
G000000793	L000011084
G000000793	L000011085
G000000793	L000011087
G000000793	L000011088
G000000793	L000011089
G000000793	L000011090
G000000793	L000011093
G000000793	L000011094
G000000793	L000011097
G000000793	L000011098
G000000793	L000011099
G000000793	L000011100
G000000793	L000012262
G000000793	L000012302
G000000001	G000000184
G000000184	G000000037
G000000037	G000000572
G000000572	G000000042
G000000572	G000000630
G000000572	G000000633
G000000572	G000000634
G000000572	G000000635
G000000572	G000000636
G000000572	G000000637
G000000572	G000001158
G000000572	G000001159
G000000572	G000001160
G000000572	G000000631
G000000037	G000000573
G000000573	G000000038
G000000573	G000000039
G000000573	G000000043
G000000573	G000000797
G000000797	L000010879
G000000797	L000010881
G000000797	L000010883
G000000797	L000010884
G000000797	L000010886
G000000797	L000010888
G000000797	L000010890
G000000797	L000010894
G000000797	L000010896
G000000797	L000010900
G000000797	L000010903
G000000797	L000010905
G000000797	L000010907
G000000797	L000010909
G000000797	L000010910
G000000797	L000010912
G000000797	L000010914
G000000797	L000010916
G000000797	L000010918
G000000797	L000010921
G000000797	L000010923
G000000797	L000010925
G000000797	L000010929
G000000797	L000010931
G000000797	L000010933
G000000797	L000010935
G000000797	L000010937
G000000797	L000010943
G000000797	L000010945
G000000797	L000010950
G000000797	L000010952
G000000797	L000010954
G000000797	L000010955
G000000797	L000012787
G000000797	L000012935
G000000184	G000000185
G000000185	G000000608
G000000608	G000000189
G000000608	G000000190
G000000608	G000000191
G000000608	G000000697
G000000608	G000000698
G000000608	G000000699
G000000608	G000000700
G000000608	G000000701
G000000608	G000000702
G000000608	G000001194
G000000608	G000001195
G000000608	G000001196
G000000608	G000001197
G000000608	G000001198
G000000608	G000001199
G000000185	G000000609
G000000609	G000000187
G000000609	G000000193
G000000193	G000000703
G000000193	G000000704
G000000193	G000000705
G000000609	G000000758
G000000609	G000000794
G000000794	L000010880
G000000794	L000010882
G000000794	L000010885
G000000794	L000010887
G000000794	L000010889
G000000794	L000010891
G000000794	L000010893
G000000794	L000010895
G000000794	L000010898
G000000794	L000010901
G000000794	L000010904
G000000794	L000010906
G000000794	L000010908
G000000794	L000010911
G000000794	L000010913
G000000794	L000010915
G000000794	L000010917
G000000794	L000010919
G000000794	L000010922
G000000794	L000010924
G000000794	L000010926
G000000794	L000010928
G000000794	L000010930
G000000794	L000010932
G000000794	L000010934
G000000794	L000010936
G000000794	L000010942
G000000794	L000010944
G000000794	L000010946
G000000794	L000010951
G000000794	L000010953
G000000794	L000012974
G000000609	G000001241
G000000184	G000000194
G000000194	G000000610
G000000610	G000000198
G000000610	G000000199
G000000610	G000000706
G000000610	G000000707
G000000610	G000000708
G000000610	G000000709
G000000610	G000000710
G000000610	G000000828
G000000610	G000001214
G000000610	G000001215
G000000610	G000001216
G000000610	G000001217
G000000194	G000000611
G000000611	G000000196
G000000611	G000000200
G000000611	G000000201
G000000611	G000000795
G000000795	L000010822
G000000795	L000010824
G000000795	L000010826
G000000795	L000010829
G000000795	L000010835
G000000795	L000010838
G000000795	L000010840
G000000795	L000010843
G000000795	L000010845
G000000795	L000010848
G000000795	L000010850
G000000795	L000010852
G000000795	L000010854
G000000795	L000010860
G000000795	L000010864
G000000795	L000010866
G000000795	L000010870
G000000795	L000010872
G000000795	L000012294
G000000795	L000012297
G000000611	G000001242
G000000184	G000000213
G000000213	G000000612
G000000612	G000000216
G000000612	G000000218
G000000612	G000000638
G000000612	G000000639
G000000612	G000000711
G000000612	G000000712
G000000612	G000000713
G000000612	G000001209
G000000612	G000001210
G000000612	G000001211
G000000612	G000001212
G000000612	G000001213
G000000213	G000000613
G000000613	G000000215
G000000613	G000000219
G000000219	G000000714
G000000219	G000000715
G000000613	G000000796
G000000796	L000010960
G000000796	L000010962
G000000796	L000010964
G000000796	L000010965
G000000796	L000010967
G000000796	L000010969
G000000796	L000010971
G000000796	L000010973
G000000796	L000010974
G000000796	L000010977
G000000796	L000010979
G000000796	L000010981
G000000796	L000010982
G000000796	L000010984
G000000796	L000010985
G000000796	L000010987
G000000796	L000010989
G000000796	L000010992
G000000796	L000010994
G000000796	L000010996
G000000796	L000010997
G000000796	L000010998
G000000796	L000011000
G000000796	L000011001
G000000796	L000011003
G000000796	L000011006
G000000796	L000011008
G000000796	L000011010
G000000796	L000011015
G000000796	L000011017
G000000796	L000011020
G000000796	L000012299
G000000613	G000001243
G000000184	G000000614
G000000614	G000000615
G000000615	G000000616
G000000615	G000000617
G000000615	G000000618
G000000614	G000000619
G000000619	G000000640
G000000619	G000000641
G000000641	G000000719
G000000641	G000000720
G000000184	G000001133
G000001133	G000001141
G000001141	G000001157
G000001133	G000001149
G000001149	G000001244
G000001149	G000001245
G000000184	G000001134
G000001134	G000001142
G000001142	G000001161
G000001142	G000001162
G000001142	G000001163
G000001142	G000001164
G000001142	G000001165
G000001142	G000001166
G000001142	G000001167
G000001142	G000001168
G000001142	G000001169
G000001142	G000001232
G000001134	G000001150
G000001150	G000001246
G000001150	G000001247
G000000184	G000001135
G000001135	G000001143
G000001143	G000001170
G000001143	G000001171
G000001143	G000001172
G000001143	G000001173
G000001143	G000001174
G000001143	G000001175
G000001143	G000001176
G000001143	G000001177
G000001143	G000001178
G000001143	G000001263
G000001135	G000001151
G000001151	G000001248
G000001151	G000001249
G000000184	G000001136
G000001136	G000001144
G000001144	G000001179
G000001144	G000001180
G000001144	G000001181
G000001144	G000001264
G000001144	G000001286
G000001286	G000001287
G000001286	G000001288
G000001286	G000001289
G000001286	G000001290
G000001286	G000001291
G000001286	G000001292
G000001286	G000001293
G000001286	G000001294
G000001286	G000001295
G000001286	G000001296
G000001286	G000001297
G000001144	G000001298
G000001298	G000001299
G000001298	G000001300
G000001144	G000001301
G000001301	G000001302
G000001301	G000001303
G000001301	G000001304
G000001144	G000001305
G000001305	G000001306
G000001305	G000001307
G000001305	G000001308
G000001305	G000001309
G000001305	G000001310
G000001305	G000001311
G000001305	G000001312
G000001144	G000001313
G000001313	G000001314
G000001313	G000001315
G000001313	G000001316
G000001313	G000001317
G000001313	G000001318
G000001313	G000001319
G000001313	G000001320
G000001136	G000001152
G000001152	G000001250
G000001152	G000001251
G000000184	G000001137
G000001137	G000001145
G000001145	G000001262
G000001145	G000001182
G000001145	G000001183
G000001145	G000001265
G000001145	G000001279
G000001145	G000001321
G000001321	G000001322
G000001321	G000001323
G000001321	G000001324
G000001321	G000001325
G000001321	G000001326
G000001321	G000001327
G000001321	G000001328
G000001321	G000001329
G000001321	G000001330
G000001321	G000001331
G000001321	G000001332
G000001145	G000001333
G000001333	G000001334
G000001333	G000001335
G000001145	G000001336
G000001336	G000001337
G000001336	G000001338
G000001336	G000001339
G000001145	G000001340
G000001340	G000001341
G000001340	G000001342
G000001340	G000001343
G000001340	G000001344
G000001340	G000001345
G000001340	G000001346
G000001340	G000001347
G000001145	G000001348
G000001348	G000001349
G000001348	G000001350
G000001348	G000001351
G000001348	G000001352
G000001348	G000001353
G000001348	G000001354
G000001348	G000001355
G000001137	G000001153
G000001153	G000001252
G000001153	G000001253
G000000184	G000001138
G000001138	G000001146
G000001146	G000001184
G000001146	G000001185
G000001146	G000001186
G000001146	G000001187
G000001146	G000001188
G000001146	G000001189
G000001146	G000001190
G000001146	G000001191
G000001146	G000001192
G000001146	G000001193
G000001138	G000001154
G000001154	G000001254
G000001154	G000001255
G000000184	G000001139
G000001139	G000001147
G000001147	G000001200
G000001147	G000001201
G000001147	G000001202
G000001147	G000001203
G000001147	G000001204
G000001147	G000001205
G000001147	G000001206
G000001147	G000001207
G000001147	G000001208
G000001139	G000001155
G000001155	G000001256
G000001155	G000001257
G000000184	G000001140
G000001140	G000001148
G000001148	G000001218
G000001148	G000001219
G000001148	G000001220
G000001148	G000001221
G000001148	G000001222
G000001148	G000001280
G000001140	G000001156
G000001156	G000001258
G000001156	G000001259
G000000001	G000000227
G000000227	G000000620
G000000620	G000000229
G000000227	G000000621
G000000621	G000000228
G000000621	G000000230
G000000001	G000000231
G000000231	G000000622
G000000622	G000000235
G000000622	G000000563
G000000231	G000000623
G000000623	G000000232
G000000623	G000000237
G000000001	G000000243
G000000243	G000000244
G000000244	IT06000000
G000000243	G000000245
G000000245	G000000627
G000000627	IT06010000
G000000243	G000000246
G000000246	G000000247
G000000247	IT06020000
G000000246	G000000248
G000000248	IT06020100
G000000246	G000000250
G000000250	IT06020300
G000000246	G000000252
G000000246	G000000253
G000000253	IT06020600
G000000246	G000000255
G000000255	IT06020800
G000000246	G000000256
G000000256	IT06020900
G000000246	G000000258
G000000258	IT06021100
G000000246	G000000736
G000000736	IT06021200
G000000246	G000000783
G000000783	IT06020200
G000000783	IT06021300
G000000246	G000001099
G000001099	IT06021500
G000000246	G000000893
G000000893	IT06021400
G000000246	G000001116
G000001116	IT06021600
G000000246	G000001117
G000001117	IT06021700
G000000243	G000000272
G000000272	G000000273
G000000273	IT06041200
G000000273	IT06040000
G000000272	G000000275
G000000275	IT06040200
G000000272	G000000276
G000000276	IT06040300
G000000272	G000000277
G000000277	IT06040500
G000000272	G000000279
G000000279	IT06041000
G000000272	G000000282
G000000282	IT06042100
G000000272	G000000283
G000000283	G000000284
G000000284	IT06042200
G000000283	G000000285
G000000285	IT06042210
G000000283	G000000286
G000000286	IT06042220
G000000283	G000000287
G000000287	IT06042230
G000000283	G000000288
G000000288	IT06042240
G000000283	G000000289
G000000289	IT06042250
G000000283	G000000290
G000000290	IT06042260
G000000283	G000000291
G000000291	IT06042270
G000000283	G000000292
G000000292	IT06042280
G000000283	G000000629
G000000629	IT06042290
G000000272	G000000293
G000000293	IT06042300
G000000272	G000000895
G000000895	IT06042400
G000000272	G000001240
G000001240	IT06042500
G000000243	G000000305
G000000305	G000000316
G000000316	IT06061000
G000000243	G000000317
G000000317	G000000318
G000000318	IT06070000
G000000317	G000000324
G000000324	IT06070600
G000000317	G000000325
G000000325	G000000832
G000000832	IT06070710
G000000325	G000000833
G000000833	IT06070720
G000000325	G000000834
G000000834	IT06070730
G000000325	IT06070700
G000000317	G000000786
G000000786	IT06071100
G000000317	G000000787
G000000787	IT06071200
G000000317	G000000788
G000000788	IT06071300
G000000317	G000001123
G000001123	IT06071400
G000000317	G000001124
G000001124	IT06071500
G000000317	G000001125
G000001125	IT06071600
G000000317	G000001126
G000001126	IT06071700
G000000317	G000001233
G000001233	IT06071800
G000000317	G000001234
G000001234	IT06071900
G000000317	G000001276
G000001276	IT06072000
G000000317	G000001277
G000001277	IT06072100
G000000317	G000001278
G000001278	IT06072200
G000000243	G000000336
G000000336	G000000337
G000000337	IT06090100
G000000336	G000000338
G000000338	IT06090200
G000000336	G000000339
G000000339	IT06090300
G000000336	G000000744
G000000744	IT06090000
G000000243	G000000340
G000000340	G000000341
G000000341	IT06100000
G000000340	G000000342
G000000342	IT06100100
G000000340	G000000343
G000000343	IT06100200
G000000340	G000000344
G000000344	IT06100300
G000000340	G000000345
G000000345	IT06100400
G000000340	G000000752
G000000340	G000001235
G000001235	IT06100600
G000000340	G000001238
G000001238	IT06100700
G000001238	IT06100500
G000000340	G000001239
G000001239	IT06100800
G000000340	G000001356
G000001356	IT06100900
G000000243	G000000346
G000000346	G000000347
G000000347	G000000348
G000000348	IT06900101
G000000347	G000000349
G000000349	IT06900102
G000000347	G000000350
G000000350	IT06900103
G000000347	G000000351
G000000351	IT06900104
G000000347	G000000751
G000000751	IT06900100
G000000346	G000000750
G000000750	IT06900000
G000000243	G000000726
G000000726	G000000727
G000000727	IT06130000
G000000726	G000000730
G000000730	IT06130200
G000000726	G000000785
G000000785	IT06130600
G000000726	G000000894
G000000894	IT06130700
G000000243	G000000806
G000000806	G000000807
G000000807	G000000808
G000000808	L000010629
G000000808	L000010634
G000000808	L000010641
G000000808	L000010645
G000000808	L000010649
G000000808	L000010653
G000000808	L000010664
G000000808	L000010668
G000000808	L000010676
G000000808	L000010681
G000000808	L000010685
G000000808	L000010689
G000000808	L000010694
G000000808	L000010698
G000000808	L000010704
G000000808	L000010708
G000000808	L000010712
G000000808	L000010719
G000000808	L000010722
G000000808	L000010730
G000000808	L000010734
G000000808	L000010738
G000000808	L000010742
G000000808	L000012307
G000000807	G000000809
G000000809	L000010624
G000000809	L000010626
G000000809	L000010628
G000000809	L000010633
G000000809	L000010638
G000000809	L000010640
G000000809	L000010644
G000000809	L000010648
G000000809	L000010652
G000000809	L000010656
G000000809	L000010660
G000000809	L000010663
G000000809	L000010667
G000000809	L000010671
G000000809	L000010672
G000000809	L000010675
G000000809	L000010679
G000000809	L000010680
G000000809	L000010684
G000000809	L000010688
G000000809	L000010693
G000000809	L000010697
G000000809	L000010701
G000000809	L000010703
G000000809	L000010707
G000000809	L000010711
G000000809	L000010714
G000000809	L000010716
G000000809	L000010718
G000000809	L000010721
G000000809	L000010725
G000000809	L000010729
G000000809	L000010733
G000000809	L000010737
G000000809	L000010741
G000000809	L000010749
G000000809	L000012308
G000000807	G000000810
G000000810	L000010625
G000000810	L000010627
G000000810	L000010631
G000000810	L000010632
G000000810	L000010637
G000000810	L000010643
G000000810	L000010647
G000000810	L000010651
G000000810	L000010655
G000000810	L000010659
G000000810	L000010666
G000000810	L000010670
G000000810	L000010673
G000000810	L000010674
G000000810	L000010678
G000000810	L000010683
G000000810	L000010687
G000000810	L000010692
G000000810	L000010696
G000000810	L000010700
G000000810	L000010702
G000000810	L000010706
G000000810	L000010710
G000000810	L000010715
G000000810	L000010717
G000000810	L000010720
G000000810	L000010724
G000000810	L000010728
G000000810	L000010732
G000000810	L000010736
G000000810	L000010740
G000000810	L000010745
G000000810	L000010748
G000000810	L000010751
G000000810	L000010783
G000000810	L000012305
G000000807	G000000811
G000000811	L000010630
G000000811	L000010635
G000000811	L000010642
G000000811	L000010650
G000000811	L000010654
G000000811	L000010662
G000000811	L000010665
G000000811	L000010669
G000000811	L000010677
G000000811	L000010682
G000000811	L000010686
G000000811	L000010690
G000000811	L000010695
G000000811	L000010699
G000000811	L000010705
G000000811	L000010709
G000000811	L000010713
G000000811	L000010723
G000000811	L000010731
G000000811	L000010735
G000000811	L000010739
G000000811	L000010743
G000000811	L000010750
G000000811	L000012310
G000000811	L000012311
G000000806	G000000812
G000000812	G000000813
G000000812	G000000814
G000000812	G000000815
G000000812	G000000816
G000000806	G000000817
G000000817	G000000818
G000000817	G000000819
G000000817	G000000820
G000000817	G000000821
G000000806	G000000822
G000000822	G000000823
G000000822	G000000824
G000000822	G000000825
G000000822	G000000826
G000000243	G000000827
G000000827	L000007628
G000000827	L000010088
G000000827	L000011264
G000000827	L000011265
G000000827	L000011925
G000000243	G000000789
G000000789	G000000835
G000000835	IT06140100
G000000789	G000000837
G000000837	IT06140300
G000000789	G000000838
G000000838	IT06140400
G000000789	G000000839
G000000839	IT06140500
G000000789	IT06140000
G000000243	G000000685
G000000685	IT06110460
G000000001	G000000352
G000000352	G000000353
G000000353	G000000354
G000000354	G000001127
G000000354	G000000474
G000000474	G000000475
G000000474	G000000476
G000000354	G000000477
G000000354	G000000478
G000000478	G000000479
G000000478	G000000480
G000000478	G000000481
G000000354	G000000545
G000000545	G000000540
G000000545	G000000541
G000000545	G000000542
G000000545	G000000543
G000000545	G000000921
G000000353	G000000355
G000000355	G000000359
G000000359	G000000362
G000000362	G000000363
G000000362	G000000364
G000000359	G000000888
G000000359	G000000889
G000000889	G000000465
G000000889	G000000472
G000000359	G000000892
G000000359	G000000868
G000000868	G000000497
G000000868	G000000515
G000000868	G000001067
G000000359	G000000891
G000000891	G000000511
G000000511	G000000512
G000000511	G000000513
G000000511	G000000514
G000000891	G000001008
G000000891	G000001007
G000001007	G000001065
G000001007	G000001066
G000000355	G000000365
G000000365	G000000366
G000000365	G000000370
G000000365	G000000371
G000000365	G000000866
G000000365	G000000867
G000000365	G000000864
G000000365	G000000865
G000000365	G000001098
G000000365	G000000381
G000000381	G000000382
G000000381	G000000383
G000000381	G000000384
G000000381	G000000369
G000000355	G000000372
G000000372	G000000374
G000000374	G000000385
G000000385	G000000386
G000000385	G000000387
G000000385	G000000388
G000000374	G000000389
G000000389	G000000391
G000000389	G000000392
G000000389	G000000918
G000000918	G000000919
G000000918	G000000920
G000000374	G000000393
G000000374	G000001223
G000000374	G000001224
G000000374	G000001225
G000000374	G000001226
G000000355	G000000410
G000000410	G000000412
G000000412	G000000896
G000000896	G000000863
G000000412	G000000883
G000000883	G000000897
G000000897	G000000898
G000000898	G000000899
G000000898	G000000900
G000000898	G000000901
G000000898	G000000902
G000000898	G000000903
G000000898	G000000904
G000000898	G000000905
G000000898	G000000906
G000000898	G000000907
G000000898	G000000908
G000000897	G000000909
G000000883	G000000924
G000000883	G000000925
G000000883	G000000923
G000000412	G000000885
G000000885	G000000913
G000000913	G000000914
G000000885	G000000916
G000000916	G000000917
G000000412	G000000886
G000000886	G000000922
G000000922	G000000686
G000000922	G000000860
G000000922	G000000861
G000000922	G000000862
G000000355	G000000432
G000000432	G000000433
G000000432	G000000434
G000000432	G000000437
G000000432	G000000438
G000000432	G000000878
G000000878	G000000435
G000000878	G000000436
G000000432	G000000394
G000000394	G000000395
G000000394	G000000396
G000000355	G000000439
G000000439	G000000440
G000000439	G000000441
G000000439	G000000442
G000000439	G000000443
G000000439	G000000444
G000000439	G000000445
G000000439	G000000446
G000000439	G000000447
G000000447	G000000448
G000000447	G000000449
G000000447	G000000450
G000000450	G000000451
G000000450	G000000452
G000000450	G000000453
G000000447	G000000454
G000000454	G000000455
G000000454	G000000456
G000000454	G000000457
G000000447	G000000458
G000000458	G000000459
G000000458	G000000460
G000000439	G000000544
G000000355	G000000461
G000000461	G000000462
G000000461	G000000466
G000000461	G000000470
G000000470	G000000471
G000000461	G000000473
G000000473	G000000467
G000000473	G000000379
G000000473	G000000377
G000000473	G000000380
G000000473	G000000469
G000000469	G000001094
G000001094	G000001095
G000001094	G000001097
G000000355	G000000841
G000000841	G000000842
G000000841	G000000843
G000000841	G000000844
G000000355	G000000845
G000000845	G000000846
G000000846	G000000847
G000000846	G000000849
G000000846	G000000850
G000000850	G000000501
G000000501	G000000502
G000000501	G000000503
G000000503	G000000504
G000000503	G000000505
G000000503	G000000506
G000000503	G000000507
G000000503	G000000955
G000000955	G000000966
G000000955	G000000958
G000000958	G000000959
G000000958	G000000960
G000000958	G000000961
G000000958	G000000962
G000000958	G000000963
G000000958	G000000964
G000000958	G000000965
G000000503	G000000956
G000000956	G000000974
G000000974	G000000975
G000000974	G000000976
G000000956	G000000970
G000000970	G000000971
G000000970	G000000972
G000000970	G000000973
G000000956	G000000967
G000000967	G000000968
G000000967	G000000969
G000000503	G000000957
G000000957	G000000987
G000000987	G000000988
G000000987	G000000989
G000000987	G000000990
G000000957	G000000981
G000000981	G000000982
G000000981	G000000983
G000000981	G000000984
G000000981	G000000985
G000000981	G000000986
G000000957	G000000977
G000000977	G000000978
G000000977	G000000979
G000000977	G000000980
G000000501	G000000508
G000000501	G000000509
G000000501	G000000510
G000000501	G000001068
G000000850	G000001006
G000001006	G000001031
G000001031	G000001033
G000001033	G000001044
G000001033	G000001036
G000001036	G000001037
G000001036	G000001038
G000001036	G000001039
G000001036	G000001040
G000001036	G000001041
G000001036	G000001042
G000001036	G000001043
G000001031	G000001034
G000001034	G000001052
G000001052	G000001053
G000001052	G000001054
G000001034	G000001048
G000001048	G000001049
G000001048	G000001050
G000001048	G000001051
G000001034	G000001045
G000001045	G000001046
G000001045	G000001047
G000001031	G000001035
G000001035	G000001070
G000001070	G000001071
G000001070	G000001072
G000001070	G000001073
G000001035	G000001059
G000001059	G000001060
G000001059	G000001061
G000001059	G000001062
G000001059	G000001063
G000001059	G000001064
G000001035	G000001055
G000001055	G000001056
G000001055	G000001057
G000001055	G000001058
G000001006	G000001032
G000000850	G000000488
G000000846	G000000851
G000000846	G000000431
G000000846	G000000848
G000000848	G000000927
G000000848	G000000928
G000000928	G000000929
G000000928	G000000930
G000000928	G000000931
G000000931	G000000932
G000000931	G000000933
G000000931	G000000934
G000000931	G000000926
G000000926	G000000935
G000000926	G000000936
G000000926	G000000937
G000000926	G000000938
G000000926	G000000939
G000000926	G000000940
G000000926	G000000852
G000000355	G000000853
G000000853	G000000854
G000000853	G000000855
G000000853	G000000856
G000000853	G000000857
G000000853	G000000858
G000000853	G000000859
G000000355	G000000890
G000000355	G000000875
G000000875	G000000413
G000000413	G000000414
G000000414	G000000415
G000000413	G000000416
G000000416	G000000882
G000000413	G000000879
G000000879	G000000417
G000000879	G000000880
G000000880	G000000881
G000000875	G000001109
G000001109	G000000516
G000000516	G000000517
G000000516	G000000518
G000000516	G000000523
G000000523	G000000525
G000000525	G000000526
G000000525	G000000527
G000000525	G000000528
G000000523	G000000529
G000000529	G000000991
G000000529	G000000992
G000000529	G000000993
G000000993	G000000994
G000000993	G000000995
G000000529	G000000530
G000000523	G000000535
G000000523	G000000941
G000000523	G000000942
G000000523	G000000943
G000000523	G000000944
G000000523	G000000947
G000000523	G000000948
G000000523	G000000946
G000000946	G000000483
G000000946	G000001093
G000000946	G000000953
G000000516	G000000537
G000000516	G000000539
G000000516	G000000482
G000000516	G000000874
G000000874	G000000538
G000000516	G000000495
G000000495	G000000950
G000000495	G000000951
G000000516	G000000531
G000000531	G000000532
G000000531	G000000945
