1000	
L000010201	L000010203
L000013491	L000012166
L000013491	L000013495
L000013491	L000013496
L000013479	L000013601
L000013479	L000013602
L000010190	L000013482
L000013482	L000010206
L000013482	L000012901
L000013482	L000013492
L000013482	L000013493
L000010190	L000013494
L000013494	L000010207
L000013494	L000010208
L000013494	L000010209
L000013494	L000010210
L000013494	L000010211
L000013494	L000013483
L000013447	PL_E4_US05
L000013447	L000013655
L000013447	L000013656
L000013656	L000009444
L000009444	L000009445
L000009444	L000009446
L000009444	L000009447
L000009444	L000009449
L000009444	L000009450
L000009444	L000009451
L000009444	L000009448
L000013656	L000009488
L000009488	L000009504
L000009488	L000012117
L000009488	L000012120
L000009488	L000013399
L000009488	L000013400
L000009488	L000013401
L000013656	L000009581
L000009581	L000009583
L000009581	L000009584
L000009581	L000009585
L000009581	L000009586
L000009581	L000009587
L000009581	L000009588
L000009581	L000009589
L000009581	L000009590
L000009581	L000009592
L000009581	L000009594
L000009581	L000009595
L000009581	L000009596
L000009581	L000009597
L000009581	L000009598
L000009581	L000012103
L000009581	L000012104
L000009581	L000009582
L000013656	L000009599
L000009599	L000009600
L000009599	L000009601
L000009599	L000009602
L000009599	L000009603
L000009599	L000009605
L000009599	L000009606
L000009599	L000009607
L000009599	L000009608
L000009599	L000009609
L000009599	L000012105
L000009599	L000012106
L000009599	L000012107
L000009599	L000009604
L000009599	L000009610
L000013656	L000009623
L000009623	L000009624
L000009623	L000012108
L000009623	L000013725
L000009623	L000013475
L000013656	L000009625
L000009625	L000009626
L000009625	L000009627
L000009625	L000009628
L000009625	L000009629
L000009625	L000009630
L000009625	L000009631
L000009625	L000009632
L000009625	L000009633
L000009625	L000012109
L000013656	L000013772
L000013772	L000009492
L000013772	L000009591
L000013772	L000009593
L000013772	L000012887
L000013772	L000012888
L000013772	L000010608
L000010608	L000010609
L000010608	L000010610
L000010608	L000010611
L000010608	L000010612
L000010608	L000010613
L000010608	L000010614
L000010608	L000010615
L000010608	L000010616
L000010608	L000010617
L000013772	L000012889
L000013656	L000013816
L000013447	L000013791
L000013445	L000013448
L000013448	L000009635
L000009635	L000009636
L000009635	L000009637
L000009635	L000009638
L000009635	L000009639
L000009635	L000009640
L000009635	L000009641
L000009635	L000012101
L000013448	L000009645
L000009645	L000009646
L000009645	L000009647
L000009645	L000009648
L000009645	L000009649
L000009645	L000009650
L000009645	L000009651
L000009645	L000009652
L000009645	L000009653
L000009645	L000009654
L000009645	L000009655
L000009645	L000012102
L000013448	L000009693
L000009693	L000009694
L000009693	L000009695
L000009693	L000009696
L000009693	L000009697
L000009693	L000009698
L000009693	L000009699
L000009693	L000009700
L000009693	L000009701
L000009693	L000009702
L000009693	L000009703
L000009693	L000009704
L000009693	L000009705
L000009693	L000009706
L000009693	L000009707
L000009693	L000009708
L000009693	L000009709
L000009693	L000009710
L000009693	L000009711
L000009693	L000009713
L000009693	L000009714
L000009693	L000009715
L000009693	L000012096
L000013448	L000009717
L000009717	L000009718
L000009717	L000009719
L000009717	L000009720
L000009717	L000009721
L000009717	L000009722
L000013448	L000009723
L000009723	L000009724
L000009723	L000009725
L000009723	L000009726
L000009723	L000009727
L000009723	L000009728
L000009723	L000009729
L000009723	L000009730
L000009723	L000009731
L000009723	L000009732
L000009723	L000009733
L000009723	L000009734
L000009723	L000009736
L000009723	L000009737
L000009723	L000012095
L000009723	PL_E4_US45
L000013448	L000009738
L000009738	L000009739
L000009738	L000009740
L000009738	L000009741
L000009738	L000009742
L000009738	L000009743
L000009738	L000009744
L000009738	L000009745
L000009738	L000009746
L000009738	L000009747
L000009738	L000009748
L000009738	L000009749
L000009738	L000009750
L000009738	L000009751
L000009738	L000009752
L000009738	L000009753
L000009738	L000009754
L000009738	L000009755
L000009738	L000009756
L000009738	L000009757
L000009738	L000009758
L000009738	L000009759
L000009738	L000009760
L000009738	L000012094
L000013448	L000010274
L000010274	L000010275
L000010274	L000010276
L000010276	L000010277
L000010276	L000010278
L000010274	L000010279
L000010279	L000010280
L000010279	L000010281
L000010279	L000010282
L000010274	L000010283
L000010283	L000010284
L000010274	L000010285
L000013448	L000013792
L000009201	L000013449
L000013449	L000013450
L000013450	L000009452
L000009452	L000009453
L000009452	L000009454
L000009452	L000009455
L000009452	L000009456
L000009452	L000009457
L000009452	L000009458
L000009452	L000009459
L000009452	L000009460
L000009452	L000009461
L000009452	L000009462
L000009452	L000009463
L000009452	L000009464
L000009452	L000009465
L000009452	L000009466
L000009452	L000009467
L000009452	L000009468
L000009452	PL_B2_GB03
L000013450	L000009485
L000009485	L000009486
L000009485	L000009487
L000009485	PL_E4_IE02
L000013450	L000009556
L000009556	L000009557
L000009556	L000009558
L000009556	L000009559
L000009556	L000009560
L000009556	L000009561
L000009556	L000009562
L000009556	L000009563
L000009556	L000009564
L000009556	L000009565
L000009556	L000009566
L000009556	L000009567
L000009556	L000009568
L000009556	L000009569
L000009556	L000009570
L000009556	L000009571
L000009556	L000009572
L000009556	L000009573
L000009556	L000009574
L000009556	L000009575
L000009556	L000009576
L000009556	L000009577
L000009556	L000009578
L000009556	L000009579
L000009556	L000012093
L000013450	L000009675
L000009675	L000009676
L000009675	L000009677
L000009675	L000009679
L000009675	L000009680
L000009675	L000009681
L000009675	L000009683
L000009675	L000009684
L000009675	L000009685
L000009675	L000009686
L000009675	L000009687
L000009675	L000009689
L000009675	L000009691
L000009675	L000009692
L000009675	L000012097
L000009675	L000013678
L000013450	L000010244
L000010244	L000010245
L000010245	L000010246
L000010245	L000010247
L000010245	L000010248
L000010245	L000010249
L000010245	L000010250
L000010244	L000010251
L000013450	L000010287
L000010287	L000010288
L000010288	L000010289
L000010288	L000010290
L000010288	L000010291
L000010288	L000010292
L000010288	L000010293
L000010288	L000010294
L000010288	L000010295
L000010288	L000010296
L000010288	L000010297
L000010288	L000010298
L000010288	L000010299
L000010288	L000010300
L000010288	L000010301
L000010288	L000010302
L000010288	L000010303
L000010288	L000010304
L000010288	L000010305
L000010288	L000010306
L000010288	L000010307
L000010288	L000010308
L000010288	L000010309
L000010288	L000010310
L000010310	L000010236
L000010288	L000010311
L000010288	L000010312
L000010288	L000010313
L000010288	L000010314
L000010288	L000010315
L000010288	L000010316
L000010288	L000010317
L000010288	L000010318
L000010288	L000010319
L000010288	L000010320
L000010288	L000010321
L000010287	L000010322
L000010322	L000010323
L000010322	L000010324
L000010322	L000010325
L000010322	L000010326
L000010322	L000010327
L000010322	L000010328
L000010287	L000010329
L000010329	L000010330
L000010329	L000010331
L000010329	L000010332
L000010329	L000010333
L000010329	L000010334
L000010329	L000010335
L000010329	L000010336
L000010329	L000010337
L000010329	L000010338
L000010329	L000010339
L000010329	L000010340
L000010329	L000010341
L000010329	L000010342
L000010329	L000010343
L000010329	L000010344
L000010329	L000010345
L000010329	L000010346
L000010329	L000010347
L000010329	L000010348
L000010329	L000010349
L000010329	L000010350
L000010329	L000010351
L000010329	L000010352
L000010329	L000010353
L000010329	L000010354
L000010329	L000010355
L000010329	L000010356
L000010329	L000010357
L000010329	L000010358
L000010329	L000010359
L000010329	L000010360
L000010329	L000010361
L000010329	L000010362
L000010329	L000010363
L000010329	L000012128
L000010287	PL_E4_IE03
L000010287	L000013710
L000013710	L000013718
L000013710	L000013711
L000013710	L000013712
L000013710	L000013713
L000013710	L000013714
L000013710	L000013715
L000013710	L000013716
L000013710	L000013717
L000013710	L000013719
L000013710	L000013720
L000013710	L000013721
L000013710	L000013722
L000013710	L000013723
L000013710	L000013724
L000013450	L000010484
L000010484	L000010485
L000010485	L000013726
L000013726	L000010490
L000013726	L000010491
L000013726	L000010512
L000013726	L000010516
L000013726	L000010522
L000013726	L000010523
L000013726	L000010524
L000013726	L000010525
L000013726	L000010526
L000013726	L000010527
L000013726	L000010528
L000013726	L000010529
L000013726	L000010530
L000013726	L000010532
L000013726	L000010533
L000010485	L000013727
L000013727	L000010486
L000013727	L000010487
L000013727	L000010488
L000013727	L000010489
L000013727	L000010494
L000013727	L000010495
L000013727	L000010496
L000013727	L000010497
L000013727	L000010498
L000013727	L000010499
L000013727	L000010500
L000013727	L000010501
L000013727	L000010502
L000013727	L000010503
L000013727	L000010504
L000013727	L000010505
L000013727	L000010506
L000013727	L000010507
L000013727	L000010508
L000013727	L000010509
L000013727	L000010510
L000013727	L000010511
L000013727	L000010513
L000013727	L000010514
L000013727	L000010515
L000013727	L000010517
L000013727	L000010518
L000013727	L000010519
L000013727	L000010520
L000013727	L000010521
L000013727	L000010531
L000013727	L000010239
L000013727	L000010534
L000013727	L000013070
L000013727	L000013071
L000013727	L000013073
L000010484	L000010535
L000010535	L000010536
L000010535	L000010537
L000010535	L000010538
L000010535	L000010539
L000010535	L000010540
L000010535	L000010541
L000010535	L000010542
L000010535	L000010543
L000010535	L000010544
L000010535	L000010545
L000010535	L000010546
L000010535	L000010547
L000010535	L000010548
L000010535	L000010549
L000010535	L000010550
L000010535	L000010551
L000010535	L000010552
L000010535	L000010553
L000010535	L000010554
L000010535	L000010555
L000010484	L000013669
L000013669	L000013670
L000013670	L000010492
L000013670	L000010493
L000013670	L000013072
L000013669	L000010556
L000010556	L000010557
L000010556	L000010558
L000010556	L000010559
L000010556	L000010560
L000010556	L000010561
L000010556	L000010562
L000010556	L000010563
L000010556	L000010564
L000010556	L000010565
L000010556	L000010566
L000010556	L000010567
L000010556	L000010568
L000010556	L000010569
L000010556	L000010570
L000010556	L000010571
L000010556	L000010572
L000010556	L000010573
L000010556	L000013055
L000013669	L000012425
L000012425	L000012813
L000012425	L000012814
L000012425	L000013042
L000012425	L000013045
L000012425	L000013046
L000012425	L000013047
L000012425	L000013048
L000012425	L000013049
L000012425	L000013050
L000012425	L000013051
L000012425	L000013052
L000012425	L000013053
L000012425	L000013054
L000012425	L000013056
L000012425	L000013103
L000013450	L000009657
L000009657	L000009658
L000013450	L000009659
L000009659	L000009660
L000009659	L000009661
L000009659	L000009662
L000009659	L000009663
L000009659	L000009664
L000009659	L000009665
L000009659	L000009666
L000009659	PL_E4_IL03
L000013450	L000009667
L000009667	L000009668
L000009667	L000009669
L000009667	L000009670
L000009667	L000009671
L000009667	L000009672
L000009667	L000009673
L000009667	PL_E4_IL02
L000013450	L000009656
L000013450	L000013793
L000013449	L000013451
L000013451	L000009407
L000009407	L000009408
L000009407	L000009409
L000009407	L000009410
L000009407	L000009411
L000009407	L000009412
L000009407	PL_E5_CH72
L000009407	L000010032
L000009407	L000010034
L000013451	L000009413
L000009413	L000009415
L000009413	L000009416
L000009413	L000009417
L000009413	L000009418
L000009413	L000009419
L000009413	L000009422
L000009422	L000012112
L000009413	L000009424
L000009413	L000009425
L000009413	L000009426
L000009413	L000009427
L000009413	L000009428
L000009413	L000009431
L000009413	PL_B2_CH02
L000009413	L000009420
L000009413	L000009421
L000009413	L000009430
L000013451	L000009437
L000009437	L000009438
L000009437	L000009439
L000009437	L000009440
L000009437	L000009441
L000009437	L000009442
L000009437	L000009443
L000013451	L000010382
L000010382	L000010383
L000010382	L000010384
L000010382	L000010385
L000010382	L000010386
L000010382	L000010387
L000010382	L000010388
L000010382	L000010389
L000010382	L000010390
L000010382	L000010391
L000010382	L000010392
L000010382	L000010393
L000010382	L000010394
L000010382	L000010395
L000010382	L000010396
L000010382	L000010397
L000010382	L000010398
L000010382	L000010399
L000010382	L000010400
L000010382	L000010401
L000010382	L000010402
L000010382	L000010403
L000010382	L000010404
L000010382	L000010405
L000010382	L000010406
L000010382	L000010407
L000010382	L000010408
L000010382	L000010409
L000010382	L000010410
L000010382	L000010411
L000010382	L000010412
L000010382	L000010413
L000010382	L000010414
L000010382	L000010415
L000010382	L000010416
L000010382	L000010417
L000010382	L000012141
L000010382	PL_E5_DE91
L000013451	L000010079
L000010079	PL_E6_0101
L000010079	L000013247
L000013247	L000013248
L000013248	L000010083
L000010083	L000010084
L000013248	L000010087
L000013248	L000010093
L000010093	L000010094
L000010093	L000010095
L000010093	L000010096
L000010093	L000010097
L000010093	L000010098
L000010093	L000010099
L000010093	L000010100
L000010093	L000012143
L000010093	L000012873
L000013248	L000010124
L000010124	L000010125
L000013248	L000010141
L000010141	L000010142
L000013248	L000010146
L000013248	L000012155
L000012155	L000012156
L000013248	L000012872
L000013248	L000012874
L000013248	L000013249
L000013249	L000010126
L000010126	L000010127
L000013249	L000010128
L000010128	L000010129
L000013249	L000010130
L000010130	L000010131
L000013249	L000010132
L000010132	L000010133
L000013249	L000010134
L000010134	L000010135
L000013249	L000010147
L000010147	L000010148
L000013249	L000013250
L000013249	L000013251
L000013249	L000010145
L000010145	L000012878
L000013247	L000013252
L000013247	L000012876
L000013247	L000012877
L000013247	L000012174
L000012174	L000012175
L000012174	L000012176
L000012174	L000012875
L000013247	G000000884
G000000884	G000000910
G000000910	G000000911
G000000884	G000000912
L000010079	L000013253
L000013253	L000010089
L000010089	L000010090
L000010089	L000010091
L000010091	L000010092
L000013253	L000010101
L000010101	L000010102
L000010101	L000010103
L000010101	L000010104
L000010101	L000010105
L000010105	L000010106
L000010101	L000010107
L000010107	L000010108
L000010101	L000010109
L000010101	L000010110
L000010110	L000010111
L000010101	L000010112
L000010112	L000010113
L000010101	L000010114
L000010114	L000010115
L000010101	L000010116
L000010116	L000010117
L000010101	L000010118
L000010118	L000010119
L000010101	L000010120
L000010120	L000010121
L000010101	L000010122
L000010122	L000010123
L000010101	L000012149
L000010101	L000012150
L000010101	L000012151
L000010101	L000012152
L000010101	L000012153
L000010101	L000012879
L000010101	L000012880
L000010101	L000012881
L000010101	L000012882
L000010101	L000012883
L000010101	L000012884
L000010101	L000012885
L000013253	L000013254
L000013254	L000013255
L000013255	L000012144
L000013254	L000013256
L000010079	L000013257
L000013257	L000010080
L000013257	L000010081
L000010081	L000010082
L000013257	L000010085
L000010085	L000010086
L000013257	L000010136
L000010136	L000010137
L000013257	L000010138
L000010138	L000010139
L000013257	L000010140
L000010140	G000000876
L000010140	G000001029
L000013257	L000010149
L000013257	L000012145
L000013257	L000012146
L000013257	L000012147
L000013257	L000012148
L000013257	L000012154
L000010079	L000013258
L000013258	L000012157
L000013258	L000013259
L000013259	L000010143
L000010143	L000010144
L000013451	L000010150
L000010150	L000010151
L000010150	L000010152
L000010150	L000010153
L000010150	L000010154
L000010150	L000010155
L000010150	L000010156
L000010150	L000010157
L000010150	L000010158
L000010150	L000010159
L000010150	L000012164
L000010150	PL_B2_DE09
L000013451	L000010160
L000010160	L000013243
L000013243	L000010161
L000013243	L000010162
L000013243	L000010163
L000010163	L000010164
L000013243	L000010165
L000010165	L000010166
L000013243	L000010167
L000010167	L000010168
L000013243	L000010169
L000010169	L000010170
L000013243	L000010171
L000010171	L000010172
L000013243	L000010173
L000010173	L000010174
L000013243	L000010175
L000010175	L000010176
L000013243	L000010177
L000010177	L000010178
L000013243	L000012163
L000013243	L000013244
L000013243	L000009987
L000009987	L000009988
L000013243	L000012181
L000013243	L000012177
L000012177	L000012178
L000012177	L000012179
L000010160	L000013245
L000013245	L000013246
L000013451	L000010212
L000010212	L000010213
L000010212	L000010214
L000010212	L000010215
L000010212	L000010216
L000010212	L000010217
L000010212	L000010218
L000010212	L000010219
L000010212	L000012158
L000010212	L000012159
L000010212	L000012160
