1000	
L000011796	L000008077
L000011796	L000008109
L000011796	L000008196
L000011796	L000008225
L000011796	L000008262
L000011796	L000008266
L000011796	L000008267
L000011796	L000008269
L000011796	L000011797
L000011796	L000011798
L000011795	L000011799
L000011799	L000008020
L000011799	L000008076
L000011799	L000008232
L000011799	L000008250
L000011799	L000008251
L000011799	L000008253
L000011799	L000008255
L000011799	L000008257
L000011799	L000008258
L000011799	L000008264
L000011799	L000011800
L000011799	L000011801
L000011799	L000011802
L000011795	L000011803
L000011803	L000008027
L000011803	L000008028
L000011803	L000008260
L000011795	L000011804
L000011804	L000008047
L000011804	L000008048
L000011804	L000008049
L000011804	L000008050
L000011804	L000008051
L000011804	L000008098
L000011804	L000008100
L000011804	L000008101
L000011804	L000008102
L000011804	L000008220
L000011804	L000008222
L000011804	L000008237
L000011804	L000008238
L000011804	L000008239
L000011804	L000008240
L000011804	L000008241
L000011804	L000008242
L000011804	L000008243
L000011804	L000008244
L000011804	L000008245
L000011804	L000008271
L000011804	L000008272
L000011804	L000008274
L000011804	L000008276
L000011804	L000008277
L000011804	L000008278
L000011804	L000008279
L000011804	L000008281
L000011795	L000011805
L000011805	L000008107
L000011805	L000008108
L000011805	L000011806
L000011805	L000011807
L000011795	L000011808
L000011808	L000008004
L000007998	L000011809
L000011809	L000011810
L000011810	L000008015
L000011810	L000008016
L000011810	L000008073
L000011810	L000008074
L000011810	L000008132
L000011810	L000008133
L000011810	L000008134
L000011810	L000008136
L000011810	L000008137
L000011810	L000008139
L000011810	L000008140
L000011810	L000008142
L000011810	L000008143
L000011810	L000008145
L000011810	L000008203
L000011810	L000011811
L000011809	L000011812
L000011812	L000008012
L000011812	L000008013
L000011812	L000008070
L000011812	L000008071
L000011812	L000008123
L000011812	L000008124
L000011812	L000008126
L000011812	L000008128
L000011812	L000008130
L000011812	L000011813
L000011809	L000011814
L000011814	L000011815
L000007925	L000013109
L000007925	L000013110
L000013110	L000008287
L000008287	L000008289
L000008287	L000008290
L000013110	L000008291
L000008291	L000005471
L000005471	L000005473
L000005471	L000005474
L000005471	L000005476
L000008291	L000005481
L000008291	L000008114
L000008291	L000008292
L000008291	L000011765
L000008291	L000011966
L000008291	L000012422
L000012422	L000005484
L000012422	L000011762
L000012422	L000012492
L000007925	L000013227
L000013227	L000007930
L000013227	L000007931
L000013227	L000007932
L000013227	L000007933
L000013227	L000007934
L000013227	L000007935
L000013227	L000007936
L000007925	L000013228
L000013228	L000012438
L000013228	L000007967
L000013228	L000007969
L000007925	L000013675
L000013675	L000007926
L000007926	L000007927
L000007926	L000007928
L000007926	L000007929
L000013675	L000008284
L000008284	L000008286
L000008284	L000008288
L000008284	L000012409
L000012409	L000008285
L000008284	L000012410
L000012410	L000011761
L000007925	L000013674
L000013674	L000005115
L000005115	L000005116
L000005115	L000005117
L000005117	L000005118
L000005117	L000005119
L000005117	L000005120
L000005117	L000012006
L000005115	L000005121
L000005121	L000005122
L000005121	L000005123
L000005121	L000005125
L000005115	L000005126
L000005126	L000005127
L000005126	L000005128
L000005126	L000005129
L000005115	L000005130
L000005130	L000005131
L000005130	L000005132
L000005130	L000005133
L000005115	L000005134
L000005134	L000005135
L000005134	L000005136
L000005134	L000005137
L000013674	L000005862
L000005862	L000005863
L000005862	L000005864
L000005862	L000005865
L000005862	L000005866
L000005862	L000005867
L000005862	L000005868
L000005862	L000005869
L000005862	L000005870
L000007925	L000013676
L000013676	L000007937
L000007937	L000005138
L000005138	L000005139
L000005138	L000005140
L000005138	L000005141
L000005138	L000005142
L000005138	L000005143
L000005138	L000005144
L000005138	L000005146
L000007937	L000007938
L000007938	L000007939
L000007938	L000011816
L000007938	L000012476
L000007937	L000007953
L000007953	L000007954
L000007937	L000007955
L000007955	L000007956
L000007955	L000007957
L000007937	L000011817
L000013676	L000007958
L000007958	L000005124
L000007958	L000007959
L000007958	L000007960
L000007958	L000011763
L000007596	L000008293
L000008293	L000005091
L000008293	L000005114
L000008293	L000005847
L000005847	L000005848
L000005847	L000005849
L000005847	L000005854
L000005847	L000005855
L000005847	L000005856
L000005856	L000005857
L000005856	L000005858
L000005856	L000005859
L000005856	L000005860
L000005847	L000005861
L000008293	L000008294
L000008293	L000008295
L000008295	L000008296
L000008296	L000008297
L000008296	L000008298
L000008295	L000008299
L000008299	L000008300
L000008299	L000008301
L000008299	L000008302
L000008299	L000008304
L000008299	L000008305
L000008295	L000008306
L000008306	L000008307
L000008306	L000008308
L000008306	L000008309
L000008306	L000008310
L000008295	L000008311
L000008311	L000008312
L000008311	L000008313
L000008311	L000008314
L000008311	L000008315
L000008311	L000008316
L000008295	L000008317
L000008295	L000008318
L000008295	L000011879
L000011879	L000012985
L000008295	L000012415
L000012415	L000012982
L000008295	L000012416
L000012416	L000012983
L000008295	L000012417
L000012417	L000012984
L000012417	L000008303
L000008293	L000008350
L000008350	L000008351
L000008350	L000008355
L000008355	L000008356
L000008355	L000008357
L000008350	L000008358
L000008350	L000008359
L000008359	L000008360
L000008350	L000011888
L000008350	L000013268
L000008350	L000013269
L000008350	L000013270
L000008350	L000005329
L000008350	L000005490
L000008350	L000011998
L000008350	L000011999
L000008350	L000012487
L000008350	L000012489
L000008350	L000012503
L000008293	L000008361
L000008293	L000008362
L000008362	L000005108
L000005108	L000005109
L000005108	L000005110
L000005108	L000005111
L000005108	L000005112
L000005108	L000005113
L000005108	L000012007
L000005108	L000012008
L000005108	L000012009
L000008362	L000008363
L000008362	L000008364
L000008362	L000008365
L000008362	L000008366
L000008293	L000008367
L000008367	L000005093
L000005093	L000005095
L000008367	L000008368
L000008368	L000008369
L000008367	L000008370
L000008370	L000008371
L000008367	L000008372
L000008372	L000008373
L000008372	L000008374
L000008372	L000008375
L000008372	L000008376
L000008372	L000008377
L000008372	L000008378
L000008367	L000008379
L000008367	L000008380
L000008380	L000008381
L000008380	L000008382
L000008380	L000011878
L000008367	L000008383
L000008383	L000008384
L000008383	L000008385
L000008383	L000008386
L000008367	L000008387
L000008387	L000008388
L000008387	L000008389
L000008367	L000008390
L000008390	L000008391
L000008367	L000008392
L000008293	L000008393
L000008393	L000005851
L000008393	L000005096
L000008393	L000008394
L000008393	L000008396
L000008393	L000008400
L000008400	L000008401
L000008400	L000008402
L000008393	L000008403
L000008393	L000008405
L000008405	L000008406
L000008405	L000008407
L000008405	L000008408
L000008393	L000008409
L000008393	L000008410
L000008393	L000008411
L000008393	L000008412
L000008393	L000011877
L000008393	L000012414
L000008393	L000013191
L000008393	L000013192
L000008393	L000013193
L000008393	L000013603
L000008293	L000008463
L000008463	L000005097
L000005097	L000005098
L000008463	L000008442
L000008442	L000008443
L000008442	L000008444
L000008442	L000008445
L000008442	L000008446
L000008446	L000008447
L000008446	L000008448
L000008446	L000008449
L000008446	L000008450
L000008446	L000008451
L000008446	L000008452
L000008446	L000008453
L000008442	L000008454
L000008454	L000008455
L000008442	L000008456
L000008456	L000008457
L000008456	L000008458
L000008442	L000008459
L000008459	L000008460
L000008459	L000008461
L000008442	L000008462
L000008442	L000013271
L000008463	L000008464
L000008464	L000008465
L000008464	L000008467
L000008464	L000008468
L000008464	L000008469
L000008463	L000008471
L000008471	L000008472
L000008471	L000011880
L000008463	L000008473
L000008473	L000008474
L000008473	L000008475
L000008473	L000008476
L000008463	L000008478
L000008478	L000008479
L000008478	L000008481
L000008478	L000008482
L000008478	L000008483
L000008478	L000008484
L000008478	L000008485
L000008478	L000008486
L000008478	L000008487
L000008478	L000008488
L000008478	L000008489
L000008478	L000008490
L000008478	L000012003
L000008463	L000008491
L000008491	L000008493
L000008491	L000008494
L000008491	L000008495
L000008491	L000008496
L000008491	L000008497
L000008491	L000008498
L000008491	L000008499
L000008491	L000008501
L000008491	L000008502
L000008491	L000008503
L000008463	L000008504
L000008504	L000008506
L000008504	L000008507
L000008504	L000008508
L000008504	L000008509
L000008504	L000008510
L000008504	L000008511
L000008504	L000008512
L000008504	L000008513
L000008504	L000008514
L000008504	L000008515
L000008463	L000008516
L000008516	L000008518
L000008516	L000008519
L000008516	L000008520
L000008516	L000008521
L000008516	L000008522
L000008516	L000008523
L000008516	L000008524
L000008516	L000008525
L000008516	L000008526
L000008516	L000008527
L000008463	L000008528
L000008528	L000008530
L000008528	L000008531
L000008528	L000008532
L000008528	L000008533
L000008528	L000008534
L000008528	L000008535
L000008528	L000008536
L000008528	L000008537
L000008463	L000008538
L000008463	L000008544
L000008463	L000011881
L000011881	L000011882
L000011881	L000008470
L000008293	L000008545
L000008545	L000005101
L000008545	L000008546
L000008545	L000008547
L000008547	L000008548
L000008545	L000008549
L000008545	L000008550
L000008545	L000008551
L000008545	L000008552
L000008545	L000008553
L000008545	L000008555
L000008555	L000008556
L000008555	L000008557
L000008545	L000008560
L000008545	L000008561
L000008561	L000008562
L000008545	L000013320
L000008545	L000008558
L000008545	L000005103
L000008293	L000011996
L000008293	L000012001
L000008293	L000013111
L000008293	L000008414
L000008414	L000008416
L000008416	L000008417
L000008414	L000008419
L000008414	L000008420
L000008414	L000008422
L000008422	L000008423
L000008422	L000005852
L000008414	L000008424
L000008414	L000008426
L000008414	L000008427
L000008414	L000008428
L000008414	L000008437
L000008414	L000008439
L000008414	L000008441
L000008414	L000013319
L000008414	L000008433
L000008414	L000013604
L000007596	L000008563
L000008563	L000008564
L000008564	L000005081
L000008564	L000008565
L000008565	L000008566
L000008564	L000008568
L000008568	L000008569
L000008564	L000008578
L000008578	L000005421
L000008578	L000008610
L000008578	L000008611
L000008578	L000008613
L000008564	L000008614
L000008614	L000008626
L000008614	L000012806
L000008614	L000008638
L000008638	L000008643
L000008564	L000008648
L000008564	L000011750
L000011750	L000007755
L000011750	L000007756
L000011750	L000011751
L000011750	L000011752
L000011750	L000013059
L000008564	L000012751
L000008564	L000013262
L000008564	L000008770
L000008770	L000008778
L000008564	L000008991
L000008991	L000008993
L000008991	L000012737
L000008991	L000012738
L000008564	L000008992
L000008563	L000008649
L000008649	L000008650
L000008650	L000008669
L000008649	L000008693
L000008693	L000008694
L000008649	L000008697
L000008649	L000008698
L000008698	L000008710
L000008649	L000008712
L000008712	L000008729
L000008712	L000008682
L000008682	L000008689
L000008712	L000013664
L000008649	L000008739
L000008739	L000008749
L000008739	L000013263
L000008739	L000013264
L000008649	L000008753
L000008753	L000008766
L000008753	L000013265
L000008753	L000013266
L000008753	L000013267
L000008649	L000008768
L000008649	L000008769
L000008649	L000008779
L000008649	L000011856
L000008649	L000011857
L000008649	L000012412
L000012412	L000012735
L000008649	L000012734
L000008649	L000012750
L000008649	L000008985
L000008985	L000008986
L000008986	L000008987
L000008986	L000008988
L000008986	L000008990
L000008985	L000008994
L000008994	L000011854
L000008985	L000008996
L000008996	L000005472
L000008996	L000005477
L000005477	L000005478
L000008996	L000008998
L000008996	L000009000
L000008996	L000009001
L000008985	L000009002
L000008985	L000011749
L000008985	L000011855
L000008985	L000011953
L000008985	L000011967
L000008985	L000013260
L000008985	L000013261
L000008563	L000008780
L000008780	L000007731
L000008780	L000007732
L000008780	L000008781
L000008780	L000008782
L000008780	L000008783
L000008780	L000008851
L000008851	L000008852
L000008851	L000008853
L000008851	L000008854
L000008851	L000008862
L000008851	L000008876
L000008876	L000008877
L000008876	L000008878
L000008876	L000008880
L000008851	L000008886
L000008851	L000011859
L000008851	L000011860
L000008851	L000011861
L000008851	L000011862
L000008780	L000011863
L000008780	L000012044
L000008563	L000008895
L000008895	L000008898
L000008895	L000008899
L000008895	L000008908
L000008908	L000008909
L000008908	L000005151
L000008895	L000008910
L000008895	L000008911
L000008911	L000008912
L000008912	L000008913
L000008912	L000008914
L000008911	L000011823
L000011823	L000008915
L000011823	L000011824
L000011823	L000008941
L000011823	L000012786
L000008911	L000011825
L000011825	L000008916
L000011825	L000008949
L000011825	L000008951
L000008911	L000011826
L000011826	L000008918
L000011826	L000008944
L000011826	L000008945
L000008911	L000011827
L000011827	L000008917
L000011827	L000008955
L000011827	L000012467
L000008911	L000008939
L000008895	L000008933
L000008933	L000008940
L000008933	L000008943
L000008933	L000008947
L000008933	L000008954
L000008895	L000008956
L000008956	L000008957
L000008957	L000008958
L000008957	L000008959
L000008957	L000008960
L000008957	L000011832
L000008956	L000008961
L000008961	L000008962
L000008961	L000008963
L000008961	L000008964
L000008961	L000008965
L000008961	L000008966
L000008961	L000008967
L000008961	L000008968
L000008961	L000011829
L000008961	L000011831
L000008956	L000008969
L000008969	L000008970
L000008969	L000008971
L000008969	L000008972
L000008956	L000011833
L000011833	L000011834
L000011833	L000011835
L000008956	L000011847
L000011847	L000008975
L000011847	L000011848
L000011847	L000011849
L000011847	L000011850
L000008956	L000013707
L000013707	L000008934
L000008934	L000008935
L000008934	L000008936
L000008934	L000008938
L000013707	L000008942
L000013707	L000008946
L000013707	L000008950
L000013707	L000012468
L000008895	L000008982
L000008982	L000008897
L000008982	L000008984
L000008982	L000013708
L000013708	L000008817
L000013708	L000008818
L000013708	L000008823
L000013708	L000008824
L000013708	L000008825
L000013708	L000008826
L000013708	L000008827
L000008982	L000011837
L000011837	L000011839
L000011837	L000011840
L000011837	L000011841
L000011837	L000011842
L000011837	L000011843
L000011837	L000011844
L000011837	L000011845
L000011837	L000011846
L000008895	L000008784
L000008784	L000008785
L000008785	L000008786
L000008784	L000008787
L000008787	L000008788
L000008784	L000008789
L000008784	L000008790
L000008784	L000008802
L000008802	L000008803
L000008784	L000008805
L000008805	L000008806
L000008805	L000008807
L000008805	L000008808
L000008805	L000008809
L000008784	L000008810
L000008810	L000008811
L000008810	L000008812
L000008810	L000008813
L000008810	L000008814
L000008784	L000008815
L000008815	L000008816
L000008815	L000008819
L000008819	L000008820
L000008819	L000008821
L000008819	L000008822
L000008895	L000008828
L000008828	L000008829
L000008828	L000008830
L000008830	L000008831
L000008830	L000008832
L000008830	L000011852
L000008828	L000008833
L000008828	L000008834
L000008828	L000008835
L000008828	L000008836
L000008828	L000008837
L000008828	L000008838
L000008828	L000008839
L000008839	L000008840
L000008840	L000008841
L000008839	L000008842
L000008842	L000008843
L000008839	L000008844
L000008844	L000008845
L000008839	L000008846
L000008846	L000008847
L000008839	L000008849
L000008849	L000008850
L000008839	L000012797
L000008895	L000013709
L000008563	L000013619
L000013619	L000009061
L000009061	L000009070
L000009070	L000009071
L000009070	L000009072
L000009070	L000009073
L000009070	L000011820
L000009061	L000009074
L000009074	L000009075
L000009074	L000009076
L000009061	L000009077
L000009077	L000009078
L000009077	L000009079
L000009061	L000009080
L000009080	L000009081
L000009080	L000009082
L000009080	L000009083
L000009061	L000009084
L000009084	L000009086
L000009084	L000012846
L000009061	L000009087
L000009087	L000009088
L000009087	L000009089
L000009087	L000009090
L000009087	L000009091
L000009061	L000009092
L000009061	L000011821
L000009061	L000011822
L000011822	L000013079
L000013079	L000012859
L000013079	L000012860
L000011822	L000013078
L000013078	L000013080
L000013078	L000013081
L000013078	L000013082
L000013078	L000013083
L000013078	L000013084
L000009061	L000012847
L000013619	L000009003
L000009003	L000009004
L000009004	L000009005
L000009004	L000009011
L000009004	L000009013
L000009004	L000009014
L000009004	L000009017
L000009004	L000009028
L000009003	L000009016
L000009016	L000009024
L000009016	L000012753
L000009016	L000009006
L000009003	L000009033
L000009033	L000009034
L000009033	L000009036
L000009033	L000009037
L000009033	L000009038
L000009033	L000009039
L000009033	L000009018
L000009033	L000009019
L000009033	L000009026
L000009033	L000009027
L000009003	L000009044
L000009044	L000009045
L000009044	L000009046
L000009044	L000009047
L000009003	L000009049
L000009049	L000009050
L000009049	L000009052
L000009049	L000009055
L000009049	L000009057
L000009049	L000011818
L000009049	L000009007
L000009049	L000009015
L000009049	L000009020
L000009049	L000009023
L000009049	L000009025
L000009049	L000009030
L000009003	L000009060
L000009003	L000011819
L000008563	L000013662
L000013662	L000008995
L000013662	L000007719
L000008563	L000013663
L000013663	L000005147
L000005147	L000005148
L000005147	L000005149
L000005149	L000005150
L000005149	L000012005
L000005147	L000005152
L000005152	L000005154
L000005152	L000005155
L000005152	L000005157
L000005152	L000005169
L000005152	L000005202
L000005152	L000005203
L000005152	L000005177
L000005152	L000005178
L000005152	L000005199
L000005147	L000005162
L000005162	L000005167
L000005162	L000005168
L000005162	L000005170
L000005162	L000005171
L000005162	L000005172
L000005162	L000005173
L000005173	L000005174
L000005173	L000005175
L000005173	L000005179
L000005173	L000005181
L000005173	L000005182
L000005173	L000012004
L000005173	L000005200
L000005162	L000005183
L000005183	L000005184
L000005183	L000005186
L000005183	L000005187
L000005183	L000005188
L000005183	L000005191
L000005183	L000005193
L000005183	L000005163
L000005183	L000005164
L000005183	L000005192
L000005183	L000005197
L000005183	L000005201
L000005147	L000005196
L000005196	L000005185
L000005196	L000005198
L000005196	L000005204
L000005196	L000005165
L000005196	L000005166
L000005196	L000005176
L000005196	L000005180
L000005196	L000005189
L000005196	L000005194
L000005196	L000005195
L000005147	L000005205
L000005205	L000005206
L000005205	L000005207
L000005205	L000005208
L000005205	L000005209
L000005205	L000005210
L000005205	L000005211
L000005205	L000005212
L000005205	L000005214
L000005205	L000005215
L000005205	L000005216
L000005205	L000005217
L000005205	L000005218
L000005205	L000005190
L000005205	L000005213
L000013663	L000005871
L000005871	L000005872
L000005871	L000005873
L000005871	L000005874
L000005871	L000005876
L000005871	L000005877
L000005871	L000005879
L000005871	L000005881
L000005871	L000005882
L000005871	L000005884
L000005871	L000005886
L000005871	L000005887
L000005871	L000005888
L000005871	L000005890
L000005871	L000005891
L000005871	L000012041
L000008563	L000007741
L000007741	L000007742
L000007741	L000007743
L000007741	L000007744
L000007741	L000007745
L000007741	L000007746
L000007741	L000007747
L000007741	L000007748
L000007741	L000007749
L000007741	L000007750
L000007741	L000007751
L000007741	L000007752
L000007741	L000007753
L000007741	L000011747
L000007741	L000012793
L000007741	L000013058
L000007741	L000008791
L000008791	L000008792
L000008792	L000008793
